"LGD2014","LGD2014NAME","DZ2021","DZ2021_name","SDZ2021","SDZ2021_name"
"N09000001","Antrim and Newtownabbey","N20000109","Ballyclare_E1","N21000023","Ballyclare_E"
"N09000001","Antrim and Newtownabbey","N20000088","Ballyclare_F2","N21000024","Ballyclare_F"
"N09000001","Antrim and Newtownabbey","N20000101","Ballyclare_D2","N21000022","Ballyclare_D"
"N09000001","Antrim and Newtownabbey","N20000090","Ballyclare_B1","N21000020","Ballyclare_B"
"N09000001","Antrim and Newtownabbey","N20000086","Ballyclare_F1","N21000024","Ballyclare_F"
"N09000001","Antrim and Newtownabbey","N20000114","Ballyclare_E4","N21000023","Ballyclare_E"
"N09000001","Antrim and Newtownabbey","N20000097","Ballyclare_B5","N21000020","Ballyclare_B"
"N09000001","Antrim and Newtownabbey","N20000123","Ballyclare_H3","N21000026","Ballyclare_H"
"N09000001","Antrim and Newtownabbey","N20000089","Ballyclare_F3","N21000024","Ballyclare_F"
"N09000008","Mid and East Antrim","N20002746","Larne_Lough_D3","N21000613","Larne_Lough_D"
"N09000008","Mid and East Antrim","N20002742","Larne_Lough_D1","N21000613","Larne_Lough_D"
"N09000008","Mid and East Antrim","N20002668","Braid_F3","N21000596","Braid_F"
"N09000003","Belfast","N20000857","Titanic_B1","N21000198","Titanic_B"
"N09000003","Belfast","N20000856","Titanic_A1","N21000197","Titanic_A"
"N09000003","Belfast","N20000882","Titanic_B2","N21000198","Titanic_B"
"N09000008","Mid and East Antrim","N20002727","Larne_Lough_B1","N21000611","Larne_Lough_B"
"N09000008","Mid and East Antrim","N20002728","Larne_Lough_A3","N21000610","Larne_Lough_A"
"N09000008","Mid and East Antrim","N20002726","Larne_Lough_A2","N21000610","Larne_Lough_A"
"N09000008","Mid and East Antrim","N20002735","Larne_Lough_B5","N21000611","Larne_Lough_B"
"N09000008","Mid and East Antrim","N20002695","Coast_Road_D1","N21000604","Coast_Road_D"
"N09000008","Mid and East Antrim","N20002707","Coast_Road_G1","N21000607","Coast_Road_G"
"N09000008","Mid and East Antrim","N20002725","Larne_Lough_A1","N21000610","Larne_Lough_A"
"N09000008","Mid and East Antrim","N20002718","Coast_Road_G4","N21000607","Coast_Road_G"
"N09000008","Mid and East Antrim","N20002729","Larne_Lough_B2","N21000611","Larne_Lough_B"
"N09000008","Mid and East Antrim","N20002701","Coast_Road_D5","N21000604","Coast_Road_D"
"N09000008","Mid and East Antrim","N20002709","Coast_Road_G2","N21000607","Coast_Road_G"
"N09000008","Mid and East Antrim","N20002714","Coast_Road_G3","N21000607","Coast_Road_G"
"N09000008","Mid and East Antrim","N20002720","Coast_Road_J2","N21000609","Coast_Road_J"
"N09000008","Mid and East Antrim","N20002713","Coast_Road_J1","N21000609","Coast_Road_J"
"N09000008","Mid and East Antrim","N20002703","Coast_Road_E2","N21000605","Coast_Road_E"
"N09000008","Mid and East Antrim","N20002715","Coast_Road_E5","N21000605","Coast_Road_E"
"N09000008","Mid and East Antrim","N20002698","Coast_Road_D4","N21000604","Coast_Road_D"
"N09000008","Mid and East Antrim","N20002724","Coast_Road_J5","N21000609","Coast_Road_J"
"N09000008","Mid and East Antrim","N20002721","Coast_Road_J3","N21000609","Coast_Road_J"
"N09000008","Mid and East Antrim","N20002717","Coast_Road_E6","N21000605","Coast_Road_E"
"N09000008","Mid and East Antrim","N20002722","Coast_Road_J4","N21000609","Coast_Road_J"
"N09000008","Mid and East Antrim","N20002697","Coast_Road_D3","N21000604","Coast_Road_D"
"N09000008","Mid and East Antrim","N20002696","Coast_Road_D2","N21000604","Coast_Road_D"
"N09000008","Mid and East Antrim","N20002731","Larne_Lough_C2","N21000612","Larne_Lough_C"
"N09000008","Mid and East Antrim","N20002708","Coast_Road_E4","N21000605","Coast_Road_E"
"N09000008","Mid and East Antrim","N20002711","Coast_Road_H2","N21000608","Coast_Road_H"
"N09000008","Mid and East Antrim","N20002710","Coast_Road_H1","N21000608","Coast_Road_H"
"N09000008","Mid and East Antrim","N20002719","Coast_Road_H4","N21000608","Coast_Road_H"
"N09000008","Mid and East Antrim","N20002738","Larne_Lough_C5","N21000612","Larne_Lough_C"
"N09000008","Mid and East Antrim","N20002723","Coast_Road_H5","N21000608","Coast_Road_H"
"N09000008","Mid and East Antrim","N20002730","Larne_Lough_C1","N21000612","Larne_Lough_C"
"N09000008","Mid and East Antrim","N20002712","Coast_Road_H3","N21000608","Coast_Road_H"
"N09000008","Mid and East Antrim","N20002702","Coast_Road_E1","N21000605","Coast_Road_E"
"N09000008","Mid and East Antrim","N20002716","Coast_Road_F5","N21000606","Coast_Road_F"
"N09000008","Mid and East Antrim","N20002733","Larne_Lough_C3","N21000612","Larne_Lough_C"
"N09000008","Mid and East Antrim","N20002699","Coast_Road_F1","N21000606","Coast_Road_F"
"N09000008","Mid and East Antrim","N20002700","Coast_Road_F2","N21000606","Coast_Road_F"
"N09000008","Mid and East Antrim","N20002704","Coast_Road_E3","N21000605","Coast_Road_E"
"N09000008","Mid and East Antrim","N20002693","Coast_Road_C3","N21000603","Coast_Road_C"
"N09000008","Mid and East Antrim","N20002694","Coast_Road_C4","N21000603","Coast_Road_C"
"N09000008","Mid and East Antrim","N20002737","Larne_Lough_C4","N21000612","Larne_Lough_C"
"N09000008","Mid and East Antrim","N20002740","Larne_Lough_C6","N21000612","Larne_Lough_C"
"N09000008","Mid and East Antrim","N20002744","Larne_Lough_D2","N21000613","Larne_Lough_D"
"N09000008","Mid and East Antrim","N20002692","Coast_Road_C2","N21000603","Coast_Road_C"
"N09000008","Mid and East Antrim","N20002691","Coast_Road_C1","N21000603","Coast_Road_C"
"N09000008","Mid and East Antrim","N20002743","Larne_Lough_E2","N21000614","Larne_Lough_E"
"N09000008","Mid and East Antrim","N20002706","Coast_Road_F4","N21000606","Coast_Road_F"
"N09000008","Mid and East Antrim","N20002705","Coast_Road_F3","N21000606","Coast_Road_F"
"N09000008","Mid and East Antrim","N20002734","Larne_Lough_B4","N21000611","Larne_Lough_B"
"N09000008","Mid and East Antrim","N20002736","Larne_Lough_B6","N21000611","Larne_Lough_B"
"N09000008","Mid and East Antrim","N20002732","Larne_Lough_B3","N21000611","Larne_Lough_B"
"N09000008","Mid and East Antrim","N20002741","Larne_Lough_F1","N21000615","Larne_Lough_F"
"N09000008","Mid and East Antrim","N20002745","Larne_Lough_F2","N21000615","Larne_Lough_F"
"N09000008","Mid and East Antrim","N20002739","Larne_Lough_E1","N21000614","Larne_Lough_E"
"N09000008","Mid and East Antrim","N20002748","Larne_Lough_F4","N21000615","Larne_Lough_F"
"N09000001","Antrim and Newtownabbey","N20000054","Antrim_D4","N21000010","Antrim_D"
"N09000001","Antrim and Newtownabbey","N20000055","Antrim_E3","N21000011","Antrim_E"
"N09000001","Antrim and Newtownabbey","N20000047","Antrim_D3","N21000010","Antrim_D"
"N09000001","Antrim and Newtownabbey","N20000050","Antrim_E1","N21000011","Antrim_E"
"N09000001","Antrim and Newtownabbey","N20000080","Antrim_J5","N21000015","Antrim_J"
"N09000001","Antrim and Newtownabbey","N20000046","Antrim_D2","N21000010","Antrim_D"
"N09000001","Antrim and Newtownabbey","N20000072","Antrim_L2","N21000017","Antrim_L"
"N09000001","Antrim and Newtownabbey","N20000085","Antrim_L4","N21000017","Antrim_L"
"N09000001","Antrim and Newtownabbey","N20000062","Antrim_H3","N21000014","Antrim_H"
"N09000001","Antrim and Newtownabbey","N20000039","Antrim_B2","N21000008","Antrim_B"
"N09000001","Antrim and Newtownabbey","N20000058","Antrim_H1","N21000014","Antrim_H"
"N09000001","Antrim and Newtownabbey","N20000061","Antrim_H2","N21000014","Antrim_H"
"N09000001","Antrim and Newtownabbey","N20000041","Antrim_C1","N21000009","Antrim_C"
"N09000001","Antrim and Newtownabbey","N20000069","Antrim_L1","N21000017","Antrim_L"
"N09000001","Antrim and Newtownabbey","N20000065","Antrim_J3","N21000015","Antrim_J"
"N09000001","Antrim and Newtownabbey","N20000070","Antrim_J4","N21000015","Antrim_J"
"N09000001","Antrim and Newtownabbey","N20000064","Antrim_J2","N21000015","Antrim_J"
"N09000001","Antrim and Newtownabbey","N20000059","Antrim_F3","N21000012","Antrim_F"
"N09000001","Antrim and Newtownabbey","N20000066","Antrim_K1","N21000016","Antrim_K"
"N09000001","Antrim and Newtownabbey","N20000067","Antrim_K2","N21000016","Antrim_K"
"N09000001","Antrim and Newtownabbey","N20000052","Antrim_F2","N21000012","Antrim_F"
"N09000001","Antrim and Newtownabbey","N20000056","Antrim_E4","N21000011","Antrim_E"
"N09000001","Antrim and Newtownabbey","N20000053","Antrim_E2","N21000011","Antrim_E"
"N09000001","Antrim and Newtownabbey","N20000060","Antrim_J1","N21000015","Antrim_J"
"N09000001","Antrim and Newtownabbey","N20000082","Antrim_K5","N21000016","Antrim_K"
"N09000001","Antrim and Newtownabbey","N20000079","Antrim_K4","N21000016","Antrim_K"
"N09000001","Antrim and Newtownabbey","N20000074","Antrim_K3","N21000016","Antrim_K"
"N09000001","Antrim and Newtownabbey","N20000075","Antrim_L3","N21000017","Antrim_L"
"N09000001","Antrim and Newtownabbey","N20000076","Antrim_N1","N21000018","Antrim_N"
"N09000001","Antrim and Newtownabbey","N20000016","Dunsilly_E1","N21000005","Dunsilly_E"
"N09000001","Antrim and Newtownabbey","N20000017","Dunsilly_E2","N21000005","Dunsilly_E"
"N09000001","Antrim and Newtownabbey","N20000040","Antrim_A4","N21000007","Antrim_A"
"N09000001","Antrim and Newtownabbey","N20000078","Antrim_F5","N21000012","Antrim_F"
"N09000001","Antrim and Newtownabbey","N20000073","Antrim_F4","N21000012","Antrim_F"
"N09000001","Antrim and Newtownabbey","N20000036","Antrim_A2","N21000007","Antrim_A"
"N09000001","Antrim and Newtownabbey","N20000004","Dunsilly_A3","N21000001","Dunsilly_A"
"N09000001","Antrim and Newtownabbey","N20000029","Dunsilly_F5","N21000006","Dunsilly_F"
"N09000001","Antrim and Newtownabbey","N20000021","Dunsilly_E4","N21000005","Dunsilly_E"
"N09000001","Antrim and Newtownabbey","N20000018","Dunsilly_E3","N21000005","Dunsilly_E"
"N09000001","Antrim and Newtownabbey","N20000263","Airport_B2","N21000060","Airport_B"
"N09000001","Antrim and Newtownabbey","N20000038","Antrim_B1","N21000008","Antrim_B"
"N09000001","Antrim and Newtownabbey","N20000013","Dunsilly_F1","N21000006","Dunsilly_F"
"N09000001","Antrim and Newtownabbey","N20000006","Dunsilly_A4","N21000001","Dunsilly_A"
"N09000001","Antrim and Newtownabbey","N20000035","Antrim_A1","N21000007","Antrim_A"
"N09000001","Antrim and Newtownabbey","N20000001","Dunsilly_A1","N21000001","Dunsilly_A"
"N09000001","Antrim and Newtownabbey","N20000008","Dunsilly_A5","N21000001","Dunsilly_A"
"N09000008","Mid and East Antrim","N20002678","Braid_H6","N21000598","Braid_H"
"N09000001","Antrim and Newtownabbey","N20000051","Antrim_F1","N21000012","Antrim_F"
"N09000001","Antrim and Newtownabbey","N20000037","Antrim_A3","N21000007","Antrim_A"
"N09000001","Antrim and Newtownabbey","N20000042","Antrim_B3","N21000008","Antrim_B"
"N09000001","Antrim and Newtownabbey","N20000043","Antrim_D1","N21000010","Antrim_D"
"N09000001","Antrim and Newtownabbey","N20000019","Dunsilly_D4","N21000004","Dunsilly_D"
"N09000001","Antrim and Newtownabbey","N20000020","Dunsilly_D5","N21000004","Dunsilly_D"
"N09000001","Antrim and Newtownabbey","N20000023","Dunsilly_D6","N21000004","Dunsilly_D"
"N09000001","Antrim and Newtownabbey","N20000012","Dunsilly_D2","N21000004","Dunsilly_D"
"N09000001","Antrim and Newtownabbey","N20000014","Dunsilly_D3","N21000004","Dunsilly_D"
"N09000001","Antrim and Newtownabbey","N20000011","Dunsilly_D1","N21000004","Dunsilly_D"
"N09000001","Antrim and Newtownabbey","N20000003","Dunsilly_A2","N21000001","Dunsilly_A"
"N09000008","Mid and East Antrim","N20002582","Bannside_J2","N21000580","Bannside_J"
"N09000008","Mid and East Antrim","N20002584","Bannside_J3","N21000580","Bannside_J"
"N09000001","Antrim and Newtownabbey","N20000015","Dunsilly_C2","N21000003","Dunsilly_C"
"N09000001","Antrim and Newtownabbey","N20000009","Dunsilly_A6","N21000001","Dunsilly_A"
"N09000001","Antrim and Newtownabbey","N20000028","Dunsilly_F4","N21000006","Dunsilly_F"
"N09000001","Antrim and Newtownabbey","N20000022","Dunsilly_C3","N21000003","Dunsilly_C"
"N09000001","Antrim and Newtownabbey","N20000007","Dunsilly_C1","N21000003","Dunsilly_C"
"N09000008","Mid and East Antrim","N20002586","Bannside_J4","N21000580","Bannside_J"
"N09000001","Antrim and Newtownabbey","N20000034","Dunsilly_F8","N21000006","Dunsilly_F"
"N09000001","Antrim and Newtownabbey","N20000032","Dunsilly_F6","N21000006","Dunsilly_F"
"N09000001","Antrim and Newtownabbey","N20000024","Dunsilly_C4","N21000003","Dunsilly_C"
"N09000001","Antrim and Newtownabbey","N20000033","Dunsilly_F7","N21000006","Dunsilly_F"
"N09000008","Mid and East Antrim","N20002585","Bannside_H4","N21000579","Bannside_H"
"N09000008","Mid and East Antrim","N20002583","Bannside_H3","N21000579","Bannside_H"
"N09000009","Mid Ulster","N20002887","Moyola_C4","N21000645","Moyola_C"
"N09000009","Mid Ulster","N20002892","Moyola_H3","N21000650","Moyola_H"
"N09000009","Mid Ulster","N20002882","Moyola_C3","N21000645","Moyola_C"
"N09000001","Antrim and Newtownabbey","N20000063","Antrim_G3","N21000013","Antrim_G"
"N09000001","Antrim and Newtownabbey","N20000071","Antrim_G5","N21000013","Antrim_G"
"N09000001","Antrim and Newtownabbey","N20000057","Antrim_G2","N21000013","Antrim_G"
"N09000001","Antrim and Newtownabbey","N20000068","Antrim_G4","N21000013","Antrim_G"
"N09000001","Antrim and Newtownabbey","N20000077","Antrim_N2","N21000018","Antrim_N"
"N09000001","Antrim and Newtownabbey","N20000084","Antrim_N5","N21000018","Antrim_N"
"N09000001","Antrim and Newtownabbey","N20000044","Antrim_C2","N21000009","Antrim_C"
"N09000001","Antrim and Newtownabbey","N20000081","Antrim_N3","N21000018","Antrim_N"
"N09000001","Antrim and Newtownabbey","N20000264","Airport_B3","N21000060","Airport_B"
"N09000001","Antrim and Newtownabbey","N20000049","Antrim_G1","N21000013","Antrim_G"
"N09000001","Antrim and Newtownabbey","N20000083","Antrim_N4","N21000018","Antrim_N"
"N09000001","Antrim and Newtownabbey","N20000048","Antrim_C4","N21000009","Antrim_C"
"N09000001","Antrim and Newtownabbey","N20000045","Antrim_C3","N21000009","Antrim_C"
"N09000001","Antrim and Newtownabbey","N20000027","Dunsilly_F3","N21000006","Dunsilly_F"
"N09000001","Antrim and Newtownabbey","N20000025","Dunsilly_F2","N21000006","Dunsilly_F"
"N09000003","Belfast","N20000886","Titanic_H1","N21000204","Titanic_H"
"N09000003","Belfast","N20000893","Titanic_L1","N21000207","Titanic_L"
"N09000003","Belfast","N20000892","Titanic_N1","N21000208","Titanic_N"
"N09000003","Belfast","N20000900","Titanic_N2","N21000208","Titanic_N"
"N09000003","Belfast","N20000867","Titanic_E1","N21000201","Titanic_E"
"N09000003","Belfast","N20000891","Titanic_J3","N21000205","Titanic_J"
"N09000003","Belfast","N20000868","Titanic_D3","N21000200","Titanic_D"
"N09000003","Belfast","N20000873","Titanic_F2","N21000202","Titanic_F"
"N09000003","Belfast","N20000884","Titanic_B3","N21000198","Titanic_B"
"N09000003","Belfast","N20000885","Titanic_B4","N21000198","Titanic_B"
"N09000003","Belfast","N20000880","Titanic_F5","N21000202","Titanic_F"
"N09000003","Belfast","N20000910","Titanic_L4","N21000207","Titanic_L"
"N09000003","Belfast","N20000877","Titanic_F4","N21000202","Titanic_F"
"N09000003","Belfast","N20000870","Titanic_F1","N21000202","Titanic_F"
"N09000003","Belfast","N20000875","Titanic_E3","N21000201","Titanic_E"
"N09000003","Belfast","N20000878","Titanic_J1","N21000205","Titanic_J"
"N09000003","Belfast","N20000874","Titanic_F3","N21000202","Titanic_F"
"N09000003","Belfast","N20000883","Titanic_G3","N21000203","Titanic_G"
"N09000003","Belfast","N20000879","Titanic_E4","N21000201","Titanic_E"
"N09000003","Belfast","N20000871","Titanic_E2","N21000201","Titanic_E"
"N09000003","Belfast","N20000872","Titanic_D5","N21000200","Titanic_D"
"N09000003","Belfast","N20000866","Titanic_D2","N21000200","Titanic_D"
"N09000003","Belfast","N20000865","Titanic_D1","N21000200","Titanic_D"
"N09000003","Belfast","N20000864","Titanic_C5","N21000199","Titanic_C"
"N09000003","Belfast","N20000862","Titanic_C3","N21000199","Titanic_C"
"N09000003","Belfast","N20000876","Titanic_G1","N21000203","Titanic_G"
"N09000003","Belfast","N20000869","Titanic_D4","N21000200","Titanic_D"
"N09000003","Belfast","N20000859","Titanic_A3","N21000197","Titanic_A"
"N09000003","Belfast","N20000861","Titanic_C2","N21000199","Titanic_C"
"N09000003","Belfast","N20000863","Titanic_C4","N21000199","Titanic_C"
"N09000003","Belfast","N20000860","Titanic_C1","N21000199","Titanic_C"
"N09000003","Belfast","N20000858","Titanic_A2","N21000197","Titanic_A"
"N09000008","Mid and East Antrim","N20002618","Ballymena_F4","N21000586","Ballymena_F"
"N09000008","Mid and East Antrim","N20002617","Ballymena_G3","N21000587","Ballymena_G"
"N09000008","Mid and East Antrim","N20002624","Ballymena_F7","N21000586","Ballymena_F"
"N09000008","Mid and East Antrim","N20002623","Ballymena_F6","N21000586","Ballymena_F"
"N09000008","Mid and East Antrim","N20002610","Ballymena_F3","N21000586","Ballymena_F"
"N09000008","Mid and East Antrim","N20002621","Ballymena_F5","N21000586","Ballymena_F"
"N09000008","Mid and East Antrim","N20002567","Bannside_E3","N21000576","Bannside_E"
"N09000008","Mid and East Antrim","N20002570","Bannside_E6","N21000576","Bannside_E"
"N09000008","Mid and East Antrim","N20002554","Bannside_B1","N21000573","Bannside_B"
"N09000008","Mid and East Antrim","N20002609","Ballymena_F2","N21000586","Ballymena_F"
"N09000008","Mid and East Antrim","N20002555","Bannside_B2","N21000573","Bannside_B"
"N09000008","Mid and East Antrim","N20002564","Bannside_A4","N21000572","Bannside_A"
"N09000008","Mid and East Antrim","N20002558","Bannside_B5","N21000573","Bannside_B"
"N09000008","Mid and East Antrim","N20002559","Bannside_B6","N21000573","Bannside_B"
"N09000008","Mid and East Antrim","N20002566","Bannside_E2","N21000576","Bannside_E"
"N09000008","Mid and East Antrim","N20002568","Bannside_E4","N21000576","Bannside_E"
"N09000008","Mid and East Antrim","N20002563","Bannside_C4","N21000574","Bannside_C"
"N09000008","Mid and East Antrim","N20002550","Bannside_C1","N21000574","Bannside_C"
"N09000008","Mid and East Antrim","N20002551","Bannside_A3","N21000572","Bannside_A"
"N09000008","Mid and East Antrim","N20002553","Bannside_C3","N21000574","Bannside_C"
"N09000008","Mid and East Antrim","N20002573","Bannside_E7","N21000576","Bannside_E"
"N09000008","Mid and East Antrim","N20002565","Bannside_E1","N21000576","Bannside_E"
"N09000008","Mid and East Antrim","N20002578","Bannside_G2","N21000578","Bannside_G"
"N09000008","Mid and East Antrim","N20002574","Bannside_F3","N21000577","Bannside_F"
"N09000008","Mid and East Antrim","N20002579","Bannside_G3","N21000578","Bannside_G"
"N09000008","Mid and East Antrim","N20002569","Bannside_E5","N21000576","Bannside_E"
"N09000008","Mid and East Antrim","N20002575","Bannside_F4","N21000577","Bannside_F"
"N09000008","Mid and East Antrim","N20002576","Bannside_G1","N21000578","Bannside_G"
"N09000008","Mid and East Antrim","N20002571","Bannside_F1","N21000577","Bannside_F"
"N09000008","Mid and East Antrim","N20002581","Bannside_J1","N21000580","Bannside_J"
"N09000008","Mid and East Antrim","N20002572","Bannside_F2","N21000577","Bannside_F"
"N09000008","Mid and East Antrim","N20002580","Bannside_H2","N21000579","Bannside_H"
"N09000008","Mid and East Antrim","N20002556","Bannside_B3","N21000573","Bannside_B"
"N09000008","Mid and East Antrim","N20002653","Braid_C5","N21000593","Braid_C"
"N09000008","Mid and East Antrim","N20002549","Bannside_A2","N21000572","Bannside_A"
"N09000008","Mid and East Antrim","N20002548","Bannside_A1","N21000572","Bannside_A"
"N09000008","Mid and East Antrim","N20002645","Braid_A5","N21000591","Braid_A"
"N09000008","Mid and East Antrim","N20002620","Ballymena_G4","N21000587","Ballymena_G"
"N09000008","Mid and East Antrim","N20002628","Ballymena_G5","N21000587","Ballymena_G"
"N09000008","Mid and East Antrim","N20002631","Ballymena_H4","N21000588","Ballymena_H"
"N09000008","Mid and East Antrim","N20002630","Ballymena_K1","N21000590","Ballymena_K"
"N09000008","Mid and East Antrim","N20002666","Braid_G2","N21000597","Braid_G"
"N09000008","Mid and East Antrim","N20002669","Braid_G3","N21000597","Braid_G"
"N09000008","Mid and East Antrim","N20002667","Braid_J1","N21000599","Braid_J"
"N09000008","Mid and East Antrim","N20002670","Braid_J2","N21000599","Braid_J"
"N09000008","Mid and East Antrim","N20002672","Braid_J3","N21000599","Braid_J"
"N09000008","Mid and East Antrim","N20002633","Ballymena_K2","N21000590","Ballymena_K"
"N09000008","Mid and East Antrim","N20002634","Ballymena_K3","N21000590","Ballymena_K"
"N09000008","Mid and East Antrim","N20002671","Braid_G4","N21000597","Braid_G"
"N09000008","Mid and East Antrim","N20002673","Braid_G5","N21000597","Braid_G"
"N09000008","Mid and East Antrim","N20002636","Ballymena_K5","N21000590","Ballymena_K"
"N09000008","Mid and East Antrim","N20002638","Ballymena_K7","N21000590","Ballymena_K"
"N09000008","Mid and East Antrim","N20002674","Braid_H3","N21000598","Braid_H"
"N09000008","Mid and East Antrim","N20002637","Ballymena_K6","N21000590","Ballymena_K"
"N09000008","Mid and East Antrim","N20002676","Braid_H5","N21000598","Braid_H"
"N09000008","Mid and East Antrim","N20002684","Braid_F6","N21000596","Braid_F"
"N09000008","Mid and East Antrim","N20002635","Ballymena_K4","N21000590","Ballymena_K"
"N09000008","Mid and East Antrim","N20002577","Bannside_H1","N21000579","Bannside_H"
"N09000008","Mid and East Antrim","N20002625","Ballymena_J1","N21000589","Ballymena_J"
"N09000008","Mid and East Antrim","N20002665","Braid_G1","N21000597","Braid_G"
"N09000008","Mid and East Antrim","N20002629","Ballymena_J3","N21000589","Ballymena_J"
"N09000008","Mid and East Antrim","N20002675","Braid_H4","N21000598","Braid_H"
"N09000008","Mid and East Antrim","N20002681","Braid_K2","N21000600","Braid_K"
"N09000008","Mid and East Antrim","N20002677","Braid_F4","N21000596","Braid_F"
"N09000008","Mid and East Antrim","N20002663","Braid_H2","N21000598","Braid_H"
"N09000008","Mid and East Antrim","N20002662","Braid_F1","N21000596","Braid_F"
"N09000008","Mid and East Antrim","N20002682","Braid_K3","N21000600","Braid_K"
"N09000008","Mid and East Antrim","N20002612","Ballymena_D5","N21000584","Ballymena_D"
"N09000008","Mid and East Antrim","N20002632","Ballymena_H5","N21000588","Ballymena_H"
"N09000008","Mid and East Antrim","N20002680","Braid_K1","N21000600","Braid_K"
"N09000008","Mid and East Antrim","N20002683","Braid_K4","N21000600","Braid_K"
"N09000008","Mid and East Antrim","N20002627","Ballymena_J2","N21000589","Ballymena_J"
"N09000008","Mid and East Antrim","N20002626","Ballymena_H3","N21000588","Ballymena_H"
"N09000008","Mid and East Antrim","N20002656","Braid_D2","N21000594","Braid_D"
"N09000008","Mid and East Antrim","N20002659","Braid_D3","N21000594","Braid_D"
"N09000008","Mid and East Antrim","N20002661","Braid_E4","N21000595","Braid_E"
"N09000008","Mid and East Antrim","N20002660","Braid_E3","N21000595","Braid_E"
"N09000008","Mid and East Antrim","N20002622","Ballymena_H2","N21000588","Ballymena_H"
"N09000008","Mid and East Antrim","N20002619","Ballymena_H1","N21000588","Ballymena_H"
"N09000008","Mid and East Antrim","N20002664","Braid_F2","N21000596","Braid_F"
"N09000008","Mid and East Antrim","N20002658","Braid_H1","N21000598","Braid_H"
"N09000008","Mid and East Antrim","N20002657","Braid_E2","N21000595","Braid_E"
"N09000008","Mid and East Antrim","N20002649","Braid_B3","N21000592","Braid_B"
"N09000008","Mid and East Antrim","N20002651","Braid_B4","N21000592","Braid_B"
"N09000008","Mid and East Antrim","N20002642","Braid_B1","N21000592","Braid_B"
"N09000008","Mid and East Antrim","N20002613","Ballymena_E3","N21000585","Ballymena_E"
"N09000003","Belfast","N20000881","Titanic_G2","N21000203","Titanic_G"
"N09000003","Belfast","N20000969","Ormiston_E4","N21000223","Ormiston_E"
"N09000003","Belfast","N20000968","Ormiston_E3","N21000223","Ormiston_E"
"N09000003","Belfast","N20000971","Ormiston_F4","N21000224","Ormiston_F"
"N09000003","Belfast","N20000966","Ormiston_E2","N21000223","Ormiston_E"
"N09000003","Belfast","N20000963","Ormiston_F2","N21000224","Ormiston_F"
"N09000003","Belfast","N20000964","Ormiston_E1","N21000223","Ormiston_E"
"N09000003","Belfast","N20000962","Ormiston_D4","N21000222","Ormiston_D"
"N09000003","Belfast","N20000961","Ormiston_D3","N21000222","Ormiston_D"
"N09000003","Belfast","N20000959","Ormiston_F1","N21000224","Ormiston_F"
"N09000003","Belfast","N20000954","Ormiston_A5","N21000219","Ormiston_A"
"N09000003","Belfast","N20000958","Ormiston_D2","N21000222","Ormiston_D"
"N09000003","Belfast","N20000957","Ormiston_D1","N21000222","Ormiston_D"
"N09000003","Belfast","N20000952","Ormiston_C1","N21000221","Ormiston_C"
"N09000003","Belfast","N20000953","Ormiston_C2","N21000221","Ormiston_C"
"N09000003","Belfast","N20000967","Ormiston_F3","N21000224","Ormiston_F"
"N09000003","Belfast","N20000965","Ormiston_C5","N21000221","Ormiston_C"
"N09000003","Belfast","N20000955","Ormiston_C3","N21000221","Ormiston_C"
"N09000003","Belfast","N20000950","Ormiston_B3","N21000220","Ormiston_B"
"N09000003","Belfast","N20000948","Ormiston_B2","N21000220","Ormiston_B"
"N09000003","Belfast","N20000949","Ormiston_A3","N21000219","Ormiston_A"
"N09000003","Belfast","N20000951","Ormiston_A4","N21000219","Ormiston_A"
"N09000008","Mid and East Antrim","N20002611","Ballymena_E2","N21000585","Ballymena_E"
"N09000008","Mid and East Antrim","N20002557","Bannside_B4","N21000573","Bannside_B"
"N09000008","Mid and East Antrim","N20002600","Ballymena_B5","N21000582","Ballymena_B"
"N09000008","Mid and East Antrim","N20002606","Ballymena_E1","N21000585","Ballymena_E"
"N09000008","Mid and East Antrim","N20002615","Ballymena_E4","N21000585","Ballymena_E"
"N09000008","Mid and East Antrim","N20002595","Ballymena_B2","N21000582","Ballymena_B"
"N09000008","Mid and East Antrim","N20002603","Ballymena_B6","N21000582","Ballymena_B"
"N09000008","Mid and East Antrim","N20002599","Ballymena_B4","N21000582","Ballymena_B"
"N09000008","Mid and East Antrim","N20002607","Ballymena_F1","N21000586","Ballymena_F"
"N09000008","Mid and East Antrim","N20002655","Braid_C6","N21000593","Braid_C"
"N09000008","Mid and East Antrim","N20002647","Braid_C3","N21000593","Braid_C"
"N09000008","Mid and East Antrim","N20002593","Ballymena_D2","N21000584","Ballymena_D"
"N09000008","Mid and East Antrim","N20002604","Ballymena_D4","N21000584","Ballymena_D"
"N09000008","Mid and East Antrim","N20002643","Braid_C1","N21000593","Braid_C"
"N09000008","Mid and East Antrim","N20002614","Ballymena_G1","N21000587","Ballymena_G"
"N09000008","Mid and East Antrim","N20002616","Ballymena_G2","N21000587","Ballymena_G"
"N09000008","Mid and East Antrim","N20002608","Ballymena_C6","N21000583","Ballymena_C"
"N09000008","Mid and East Antrim","N20002605","Ballymena_C5","N21000583","Ballymena_C"
"N09000008","Mid and East Antrim","N20002601","Ballymena_C3","N21000583","Ballymena_C"
"N09000008","Mid and East Antrim","N20002640","Braid_A2","N21000591","Braid_A"
"N09000008","Mid and East Antrim","N20002602","Ballymena_C4","N21000583","Ballymena_C"
