"LGD2014","LGD2014NAME","DZ2021","DZ2021_name","SDZ2021","SDZ2021_name"
"N09000011","Ards and North Down","N20003435","Comber_C3","N21000773","Comber_C"
"N09000011","Ards and North Down","N20003452","Comber_D3","N21000774","Comber_D"
"N09000011","Ards and North Down","N20003439","Comber_C6","N21000773","Comber_C"
"N09000011","Ards and North Down","N20003447","Comber_C7","N21000773","Comber_C"
"N09000011","Ards and North Down","N20003454","Comber_D5","N21000774","Comber_D"
"N09000011","Ards and North Down","N20003457","Comber_F1","N21000776","Comber_F"
"N09000011","Ards and North Down","N20003467","Comber_F5","N21000776","Comber_F"
"N09000011","Ards and North Down","N20003456","Comber_E2","N21000775","Comber_E"
"N09000011","Ards and North Down","N20003466","Comber_G5","N21000777","Comber_G"
"N09000011","Ards and North Down","N20003463","Comber_G2","N21000777","Comber_G"
"N09000011","Ards and North Down","N20003432","Comber_C1","N21000773","Comber_C"
"N09000007","Lisburn and Castlereagh","N20002546","Castlereagh_East_K3","N21000571","Castlereagh_East_K"
"N09000007","Lisburn and Castlereagh","N20002547","Castlereagh_East_J5","N21000570","Castlereagh_East_J"
"N09000007","Lisburn and Castlereagh","N20002545","Castlereagh_East_K2","N21000571","Castlereagh_East_K"
"N09000007","Lisburn and Castlereagh","N20002544","Castlereagh_East_K1","N21000571","Castlereagh_East_K"
"N09000011","Ards and North Down","N20003461","Comber_E3","N21000775","Comber_E"
"N09000011","Ards and North Down","N20003471","Comber_H2","N21000778","Comber_H"
"N09000011","Ards and North Down","N20003470","Comber_H1","N21000778","Comber_H"
"N09000011","Ards and North Down","N20003473","Comber_H4","N21000778","Comber_H"
"N09000011","Ards and North Down","N20003469","Comber_F6","N21000776","Comber_F"
"N09000011","Ards and North Down","N20003468","Comber_G6","N21000777","Comber_G"
"N09000007","Lisburn and Castlereagh","N20002498","Castlereagh_South_J5","N21000561","Castlereagh_South_J"
"N09000011","Ards and North Down","N20003472","Comber_H3","N21000778","Comber_H"
"N09000010","Newry, Mourne and Down","N20003358","Rowallane_D1","N21000755","Rowallane_D"
"N09000011","Ards and North Down","N20003676","Bangor_Central_Q3","N21000828","Bangor_Central_Q"
"N09000011","Ards and North Down","N20003673","Bangor_Central_Q1","N21000828","Bangor_Central_Q"
"N09000010","Newry, Mourne and Down","N20003366","Rowallane_G1","N21000758","Rowallane_G"
"N09000010","Newry, Mourne and Down","N20003350","Rowallane_A3","N21000752","Rowallane_A"
"N09000010","Newry, Mourne and Down","N20003351","Rowallane_B1","N21000753","Rowallane_B"
"N09000010","Newry, Mourne and Down","N20003354","Rowallane_B3","N21000753","Rowallane_B"
"N09000010","Newry, Mourne and Down","N20003348","Rowallane_A1","N21000752","Rowallane_A"
"N09000010","Newry, Mourne and Down","N20003349","Rowallane_A2","N21000752","Rowallane_A"
"N09000010","Newry, Mourne and Down","N20003357","Rowallane_E2","N21000756","Rowallane_E"
"N09000010","Newry, Mourne and Down","N20003355","Rowallane_B4","N21000753","Rowallane_B"
"N09000010","Newry, Mourne and Down","N20003356","Rowallane_C2","N21000754","Rowallane_C"
"N09000010","Newry, Mourne and Down","N20003347","Rowallane_C1","N21000754","Rowallane_C"
"N09000007","Lisburn and Castlereagh","N20002499","Castlereagh_South_J6","N21000561","Castlereagh_South_J"
"N09000010","Newry, Mourne and Down","N20003361","Rowallane_E4","N21000756","Rowallane_E"
"N09000010","Newry, Mourne and Down","N20003352","Rowallane_E1","N21000756","Rowallane_E"
"N09000010","Newry, Mourne and Down","N20003359","Rowallane_E3","N21000756","Rowallane_E"
"N09000010","Newry, Mourne and Down","N20003353","Rowallane_B2","N21000753","Rowallane_B"
"N09000010","Newry, Mourne and Down","N20003360","Rowallane_C3","N21000754","Rowallane_C"
"N09000010","Newry, Mourne and Down","N20003363","Rowallane_C5","N21000754","Rowallane_C"
"N09000010","Newry, Mourne and Down","N20003380","Rowallane_F6","N21000757","Rowallane_F"
"N09000010","Newry, Mourne and Down","N20003378","Rowallane_G3","N21000758","Rowallane_G"
"N09000010","Newry, Mourne and Down","N20003374","Rowallane_F4","N21000757","Rowallane_F"
"N09000010","Newry, Mourne and Down","N20003389","Rowallane_G6","N21000758","Rowallane_G"
"N09000010","Newry, Mourne and Down","N20003312","Slieve_Croob_A2","N21000743","Slieve_Croob_A"
"N09000010","Newry, Mourne and Down","N20003382","Rowallane_G4","N21000758","Rowallane_G"
"N09000010","Newry, Mourne and Down","N20003370","Rowallane_G2","N21000758","Rowallane_G"
"N09000010","Newry, Mourne and Down","N20003362","Rowallane_C4","N21000754","Rowallane_C"
"N09000010","Newry, Mourne and Down","N20003369","Rowallane_F2","N21000757","Rowallane_F"
"N09000010","Newry, Mourne and Down","N20003373","Rowallane_F3","N21000757","Rowallane_F"
"N09000010","Newry, Mourne and Down","N20003367","Rowallane_F1","N21000757","Rowallane_F"
"N09000010","Newry, Mourne and Down","N20003379","Rowallane_F5","N21000757","Rowallane_F"
"N09000010","Newry, Mourne and Down","N20003311","Slieve_Croob_A1","N21000743","Slieve_Croob_A"
"N09000007","Lisburn and Castlereagh","N20002452","Downshire_East_F4","N21000551","Downshire_East_F"
"N09000010","Newry, Mourne and Down","N20003315","Slieve_Croob_B1","N21000744","Slieve_Croob_B"
"N09000010","Newry, Mourne and Down","N20003318","Slieve_Croob_B2","N21000744","Slieve_Croob_B"
"N09000010","Newry, Mourne and Down","N20003317","Slieve_Croob_A5","N21000743","Slieve_Croob_A"
"N09000010","Newry, Mourne and Down","N20003316","Slieve_Croob_A4","N21000743","Slieve_Croob_A"
"N09000010","Newry, Mourne and Down","N20003385","Rowallane_G5","N21000758","Rowallane_G"
"N09000010","Newry, Mourne and Down","N20003314","Slieve_Croob_A3","N21000743","Slieve_Croob_A"
"N09000007","Lisburn and Castlereagh","N20002449","Downshire_East_F2","N21000551","Downshire_East_F"
"N09000010","Newry, Mourne and Down","N20003320","Slieve_Croob_C1","N21000745","Slieve_Croob_C"
"N09000010","Newry, Mourne and Down","N20003322","Slieve_Croob_C2","N21000745","Slieve_Croob_C"
"N09000010","Newry, Mourne and Down","N20003319","Slieve_Croob_D2","N21000746","Slieve_Croob_D"
"N09000010","Newry, Mourne and Down","N20003324","Slieve_Croob_C3","N21000745","Slieve_Croob_C"
"N09000010","Newry, Mourne and Down","N20003326","Slieve_Croob_C5","N21000745","Slieve_Croob_C"
"N09000010","Newry, Mourne and Down","N20003325","Slieve_Croob_C4","N21000745","Slieve_Croob_C"
"N09000010","Newry, Mourne and Down","N20003313","Slieve_Croob_D1","N21000746","Slieve_Croob_D"
"N09000010","Newry, Mourne and Down","N20003321","Slieve_Croob_D3","N21000746","Slieve_Croob_D"
"N09000007","Lisburn and Castlereagh","N20002445","Downshire_East_D4","N21000549","Downshire_East_D"
"N09000007","Lisburn and Castlereagh","N20002447","Downshire_East_F1","N21000551","Downshire_East_F"
"N09000002","Armagh City, Banbridge and Craigavon","N20000570","Lagan_River_F2","N21000129","Lagan_River_F"
"N09000002","Armagh City, Banbridge and Craigavon","N20000573","Lagan_River_F3","N21000129","Lagan_River_F"
"N09000002","Armagh City, Banbridge and Craigavon","N20000574","Lagan_River_F4","N21000129","Lagan_River_F"
"N09000002","Armagh City, Banbridge and Craigavon","N20000575","Lagan_River_F5","N21000129","Lagan_River_F"
"N09000002","Armagh City, Banbridge and Craigavon","N20000571","Lagan_River_D3","N21000127","Lagan_River_D"
"N09000002","Armagh City, Banbridge and Craigavon","N20000565","Lagan_River_D1","N21000127","Lagan_River_D"
"N09000002","Armagh City, Banbridge and Craigavon","N20000581","Lagan_River_G4","N21000130","Lagan_River_G"
"N09000002","Armagh City, Banbridge and Craigavon","N20000566","Lagan_River_F1","N21000129","Lagan_River_F"
"N09000002","Armagh City, Banbridge and Craigavon","N20000578","Lagan_River_H3","N21000131","Lagan_River_H"
"N09000002","Armagh City, Banbridge and Craigavon","N20000576","Lagan_River_H1","N21000131","Lagan_River_H"
"N09000007","Lisburn and Castlereagh","N20002454","Downshire_East_G3","N21000552","Downshire_East_G"
"N09000002","Armagh City, Banbridge and Craigavon","N20000568","Lagan_River_D2","N21000127","Lagan_River_D"
"N09000002","Armagh City, Banbridge and Craigavon","N20000563","Lagan_River_K1","N21000133","Lagan_River_K"
"N09000002","Armagh City, Banbridge and Craigavon","N20000583","Lagan_River_K3","N21000133","Lagan_River_K"
"N09000002","Armagh City, Banbridge and Craigavon","N20000582","Lagan_River_K2","N21000133","Lagan_River_K"
"N09000002","Armagh City, Banbridge and Craigavon","N20000577","Lagan_River_H2","N21000131","Lagan_River_H"
"N09000007","Lisburn and Castlereagh","N20002286","Downshire_West_G5","N21000517","Downshire_West_G"
"N09000007","Lisburn and Castlereagh","N20002451","Downshire_East_G1","N21000552","Downshire_East_G"
"N09000007","Lisburn and Castlereagh","N20002450","Downshire_East_F3","N21000551","Downshire_East_F"
"N09000002","Armagh City, Banbridge and Craigavon","N20000579","Lagan_River_J2","N21000132","Lagan_River_J"
"N09000002","Armagh City, Banbridge and Craigavon","N20000562","Lagan_River_C3","N21000126","Lagan_River_C"
"N09000002","Armagh City, Banbridge and Craigavon","N20000560","Lagan_River_J1","N21000132","Lagan_River_J"
"N09000002","Armagh City, Banbridge and Craigavon","N20000585","Lagan_River_J3","N21000132","Lagan_River_J"
"N09000002","Armagh City, Banbridge and Craigavon","N20000580","Lagan_River_G3","N21000130","Lagan_River_G"
"N09000002","Armagh City, Banbridge and Craigavon","N20000586","Lagan_River_J4","N21000132","Lagan_River_J"
"N09000002","Armagh City, Banbridge and Craigavon","N20000588","Lagan_River_K4","N21000133","Lagan_River_K"
"N09000007","Lisburn and Castlereagh","N20002285","Downshire_West_G4","N21000517","Downshire_West_G"
"N09000007","Lisburn and Castlereagh","N20002284","Downshire_West_G3","N21000517","Downshire_West_G"
"N09000007","Lisburn and Castlereagh","N20002453","Downshire_East_G2","N21000552","Downshire_East_G"
"N09000007","Lisburn and Castlereagh","N20002455","Downshire_East_G4","N21000552","Downshire_East_G"
"N09000002","Armagh City, Banbridge and Craigavon","N20000587","Lagan_River_L2","N21000134","Lagan_River_L"
"N09000002","Armagh City, Banbridge and Craigavon","N20000590","Lagan_River_N2","N21000135","Lagan_River_N"
"N09000010","Newry, Mourne and Down","N20003323","Slieve_Croob_E1","N21000747","Slieve_Croob_E"
"N09000002","Armagh City, Banbridge and Craigavon","N20000584","Lagan_River_L1","N21000134","Lagan_River_L"
"N09000002","Armagh City, Banbridge and Craigavon","N20000591","Lagan_River_N3","N21000135","Lagan_River_N"
"N09000002","Armagh City, Banbridge and Craigavon","N20000592","Lagan_River_N4","N21000135","Lagan_River_N"
"N09000002","Armagh City, Banbridge and Craigavon","N20000589","Lagan_River_N1","N21000135","Lagan_River_N"
"N09000001","Antrim and Newtownabbey","N20000268","Airport_F1","N21000064","Airport_F"
"N09000007","Lisburn and Castlereagh","N20002279","Downshire_West_F2","N21000516","Downshire_West_F"
"N09000007","Lisburn and Castlereagh","N20002281","Downshire_West_E3","N21000515","Downshire_West_E"
"N09000007","Lisburn and Castlereagh","N20002283","Downshire_West_F5","N21000516","Downshire_West_F"
"N09000007","Lisburn and Castlereagh","N20002448","Downshire_East_E6","N21000550","Downshire_East_E"
"N09000007","Lisburn and Castlereagh","N20002280","Downshire_West_F3","N21000516","Downshire_West_F"
"N09000007","Lisburn and Castlereagh","N20002278","Downshire_West_F1","N21000516","Downshire_West_F"
"N09000007","Lisburn and Castlereagh","N20002282","Downshire_West_F4","N21000516","Downshire_West_F"
"N09000007","Lisburn and Castlereagh","N20002446","Downshire_East_E5","N21000550","Downshire_East_E"
"N09000007","Lisburn and Castlereagh","N20002441","Downshire_East_E2","N21000550","Downshire_East_E"
"N09000007","Lisburn and Castlereagh","N20002277","Downshire_West_B5","N21000512","Downshire_West_B"
"N09000007","Lisburn and Castlereagh","N20002443","Downshire_East_E3","N21000550","Downshire_East_E"
"N09000007","Lisburn and Castlereagh","N20002274","Downshire_West_E2","N21000515","Downshire_West_E"
"N09000007","Lisburn and Castlereagh","N20002260","Downshire_West_B3","N21000512","Downshire_West_B"
"N09000007","Lisburn and Castlereagh","N20002261","Downshire_West_B4","N21000512","Downshire_West_B"
"N09000007","Lisburn and Castlereagh","N20002269","Downshire_West_E1","N21000515","Downshire_West_E"
"N09000007","Lisburn and Castlereagh","N20002276","Downshire_West_G2","N21000517","Downshire_West_G"
"N09000007","Lisburn and Castlereagh","N20002444","Downshire_East_E4","N21000550","Downshire_East_E"
"N09000007","Lisburn and Castlereagh","N20002309","Killultagh_E2","N21000522","Killultagh_E"
"N09000007","Lisburn and Castlereagh","N20002419","Lisburn_North_K2","N21000545","Lisburn_North_K"
"N09000007","Lisburn and Castlereagh","N20002417","Lisburn_North_G6","N21000542","Lisburn_North_G"
"N09000007","Lisburn and Castlereagh","N20002411","Lisburn_North_J3","N21000544","Lisburn_North_J"
"N09000007","Lisburn and Castlereagh","N20002413","Lisburn_North_H5","N21000543","Lisburn_North_H"
"N09000007","Lisburn and Castlereagh","N20002406","Lisburn_North_H3","N21000543","Lisburn_North_H"
"N09000007","Lisburn and Castlereagh","N20002409","Lisburn_North_J2","N21000544","Lisburn_North_J"
"N09000007","Lisburn and Castlereagh","N20002400","Lisburn_North_F6","N21000541","Lisburn_North_F"
"N09000007","Lisburn and Castlereagh","N20002408","Lisburn_North_G3","N21000542","Lisburn_North_G"
"N09000007","Lisburn and Castlereagh","N20002410","Lisburn_North_H4","N21000543","Lisburn_North_H"
"N09000007","Lisburn and Castlereagh","N20002405","Lisburn_North_H2","N21000543","Lisburn_North_H"
"N09000007","Lisburn and Castlereagh","N20002402","Lisburn_North_F7","N21000541","Lisburn_North_F"
"N09000007","Lisburn and Castlereagh","N20002404","Lisburn_North_G2","N21000542","Lisburn_North_G"
"N09000007","Lisburn and Castlereagh","N20002397","Lisburn_North_F4","N21000541","Lisburn_North_F"
"N09000007","Lisburn and Castlereagh","N20002396","Lisburn_North_F3","N21000541","Lisburn_North_F"
"N09000007","Lisburn and Castlereagh","N20002415","Lisburn_North_J5","N21000544","Lisburn_North_J"
"N09000007","Lisburn and Castlereagh","N20002392","Lisburn_North_E3","N21000540","Lisburn_North_E"
"N09000007","Lisburn and Castlereagh","N20002393","Lisburn_North_F1","N21000541","Lisburn_North_F"
"N09000007","Lisburn and Castlereagh","N20002381","Lisburn_North_B2","N21000537","Lisburn_North_B"
"N09000007","Lisburn and Castlereagh","N20002390","Lisburn_North_E1","N21000540","Lisburn_North_E"
"N09000007","Lisburn and Castlereagh","N20002401","Lisburn_North_H1","N21000543","Lisburn_North_H"
"N09000007","Lisburn and Castlereagh","N20002398","Lisburn_North_F5","N21000541","Lisburn_North_F"
"N09000007","Lisburn and Castlereagh","N20002399","Lisburn_North_G1","N21000542","Lisburn_North_G"
"N09000007","Lisburn and Castlereagh","N20002394","Lisburn_North_F2","N21000541","Lisburn_North_F"
"N09000007","Lisburn and Castlereagh","N20002391","Lisburn_North_E2","N21000540","Lisburn_North_E"
"N09000007","Lisburn and Castlereagh","N20002428","Downshire_East_B1","N21000547","Downshire_East_B"
"N09000007","Lisburn and Castlereagh","N20002407","Lisburn_North_J1","N21000544","Lisburn_North_J"
"N09000007","Lisburn and Castlereagh","N20002421","Lisburn_North_K4","N21000545","Lisburn_North_K"
"N09000007","Lisburn and Castlereagh","N20002403","Lisburn_North_D4","N21000539","Lisburn_North_D"
"N09000007","Lisburn and Castlereagh","N20002418","Lisburn_North_K1","N21000545","Lisburn_North_K"
"N09000007","Lisburn and Castlereagh","N20002420","Lisburn_North_K3","N21000545","Lisburn_North_K"
"N09000007","Lisburn and Castlereagh","N20002423","Lisburn_North_K6","N21000545","Lisburn_North_K"
"N09000007","Lisburn and Castlereagh","N20002414","Lisburn_North_J4","N21000544","Lisburn_North_J"
"N09000007","Lisburn and Castlereagh","N20002432","Downshire_East_B4","N21000547","Downshire_East_B"
"N09000007","Lisburn and Castlereagh","N20002256","Downshire_West_A5","N21000511","Downshire_West_A"
"N09000007","Lisburn and Castlereagh","N20002252","Downshire_West_A1","N21000511","Downshire_West_A"
"N09000007","Lisburn and Castlereagh","N20002437","Downshire_East_C3","N21000548","Downshire_East_C"
"N09000007","Lisburn and Castlereagh","N20002435","Downshire_East_C1","N21000548","Downshire_East_C"
"N09000007","Lisburn and Castlereagh","N20002254","Downshire_West_A3","N21000511","Downshire_West_A"
"N09000007","Lisburn and Castlereagh","N20002436","Downshire_East_C2","N21000548","Downshire_East_C"
"N09000007","Lisburn and Castlereagh","N20002431","Downshire_East_B3","N21000547","Downshire_East_B"
"N09000007","Lisburn and Castlereagh","N20002429","Downshire_East_B2","N21000547","Downshire_East_B"
"N09000007","Lisburn and Castlereagh","N20002253","Downshire_West_A2","N21000511","Downshire_West_A"
"N09000007","Lisburn and Castlereagh","N20002255","Downshire_West_A4","N21000511","Downshire_West_A"
"N09000007","Lisburn and Castlereagh","N20002430","Downshire_East_A5","N21000546","Downshire_East_A"
"N09000007","Lisburn and Castlereagh","N20002257","Downshire_West_A6","N21000511","Downshire_West_A"
"N09000007","Lisburn and Castlereagh","N20002258","Downshire_West_B1","N21000512","Downshire_West_B"
"N09000007","Lisburn and Castlereagh","N20002440","Downshire_East_E1","N21000550","Downshire_East_E"
"N09000007","Lisburn and Castlereagh","N20002438","Downshire_East_D1","N21000549","Downshire_East_D"
"N09000007","Lisburn and Castlereagh","N20002259","Downshire_West_B2","N21000512","Downshire_West_B"
"N09000007","Lisburn and Castlereagh","N20002433","Downshire_East_A6","N21000546","Downshire_East_A"
"N09000007","Lisburn and Castlereagh","N20002434","Downshire_East_A7","N21000546","Downshire_East_A"
"N09000007","Lisburn and Castlereagh","N20002442","Downshire_East_D3","N21000549","Downshire_East_D"
"N09000007","Lisburn and Castlereagh","N20002439","Downshire_East_D2","N21000549","Downshire_East_D"
"N09000003","Belfast","N20001103","Botanic_H2","N21000258","Botanic_H"
"N09000007","Lisburn and Castlereagh","N20002342","Lisburn_South_G1","N21000532","Lisburn_South_G"
"N09000007","Lisburn and Castlereagh","N20002311","Killultagh_G3","N21000524","Killultagh_G"
"N09000007","Lisburn and Castlereagh","N20002422","Lisburn_North_K5","N21000545","Lisburn_North_K"
"N09000007","Lisburn and Castlereagh","N20002367","Lisburn_South_G5","N21000532","Lisburn_South_G"
"N09000007","Lisburn and Castlereagh","N20002372","Lisburn_South_J3","N21000534","Lisburn_South_J"
"N09000007","Lisburn and Castlereagh","N20002356","Lisburn_South_J1","N21000534","Lisburn_South_J"
"N09000007","Lisburn and Castlereagh","N20002373","Lisburn_South_J4","N21000534","Lisburn_South_J"
"N09000007","Lisburn and Castlereagh","N20002363","Lisburn_South_H6","N21000533","Lisburn_South_H"
"N09000007","Lisburn and Castlereagh","N20002355","Lisburn_South_H2","N21000533","Lisburn_South_H"
"N09000007","Lisburn and Castlereagh","N20002359","Lisburn_South_H4","N21000533","Lisburn_South_H"
"N09000007","Lisburn and Castlereagh","N20002362","Lisburn_South_H5","N21000533","Lisburn_South_H"
"N09000007","Lisburn and Castlereagh","N20002371","Lisburn_South_K4","N21000535","Lisburn_South_K"
"N09000007","Lisburn and Castlereagh","N20002365","Lisburn_South_K1","N21000535","Lisburn_South_K"
"N09000007","Lisburn and Castlereagh","N20002366","Lisburn_South_J2","N21000534","Lisburn_South_J"
"N09000007","Lisburn and Castlereagh","N20002357","Lisburn_South_H3","N21000533","Lisburn_South_H"
"N09000007","Lisburn and Castlereagh","N20002374","Lisburn_South_K5","N21000535","Lisburn_South_K"
"N09000007","Lisburn and Castlereagh","N20002364","Lisburn_South_G4","N21000532","Lisburn_South_G"
"N09000007","Lisburn and Castlereagh","N20002369","Lisburn_South_G6","N21000532","Lisburn_South_G"
"N09000007","Lisburn and Castlereagh","N20002375","Lisburn_South_K6","N21000535","Lisburn_South_K"
"N09000007","Lisburn and Castlereagh","N20002368","Lisburn_South_K2","N21000535","Lisburn_South_K"
"N09000007","Lisburn and Castlereagh","N20002370","Lisburn_South_K3","N21000535","Lisburn_South_K"
"N09000007","Lisburn and Castlereagh","N20002336","Lisburn_South_E1","N21000530","Lisburn_South_E"
"N09000007","Lisburn and Castlereagh","N20002361","Lisburn_South_G3","N21000532","Lisburn_South_G"
"N09000007","Lisburn and Castlereagh","N20002352","Lisburn_South_F3","N21000531","Lisburn_South_F"
"N09000007","Lisburn and Castlereagh","N20002318","Killultagh_G4","N21000524","Killultagh_G"
"N09000007","Lisburn and Castlereagh","N20002340","Lisburn_South_D1","N21000529","Lisburn_South_D"
"N09000007","Lisburn and Castlereagh","N20002350","Lisburn_South_F2","N21000531","Lisburn_South_F"
"N09000007","Lisburn and Castlereagh","N20002343","Lisburn_South_C7","N21000528","Lisburn_South_C"
"N09000007","Lisburn and Castlereagh","N20002300","Killultagh_F1","N21000523","Killultagh_F"
"N09000007","Lisburn and Castlereagh","N20002346","Lisburn_South_F1","N21000531","Lisburn_South_F"
"N09000007","Lisburn and Castlereagh","N20002338","Lisburn_South_C5","N21000528","Lisburn_South_C"
"N09000007","Lisburn and Castlereagh","N20002295","Killultagh_C3","N21000520","Killultagh_C"
"N09000007","Lisburn and Castlereagh","N20002353","Lisburn_South_E4","N21000530","Lisburn_South_E"
"N09000007","Lisburn and Castlereagh","N20002354","Lisburn_South_H1","N21000533","Lisburn_South_H"
"N09000007","Lisburn and Castlereagh","N20002416","Lisburn_North_G5","N21000542","Lisburn_North_G"
"N09000007","Lisburn and Castlereagh","N20002339","Lisburn_South_C6","N21000528","Lisburn_South_C"
"N09000007","Lisburn and Castlereagh","N20002341","Lisburn_South_D2","N21000529","Lisburn_South_D"
"N09000007","Lisburn and Castlereagh","N20002348","Lisburn_South_D5","N21000529","Lisburn_South_D"
"N09000007","Lisburn and Castlereagh","N20002344","Lisburn_South_E2","N21000530","Lisburn_South_E"
"N09000007","Lisburn and Castlereagh","N20002345","Lisburn_South_D3","N21000529","Lisburn_South_D"
"N09000007","Lisburn and Castlereagh","N20002304","Killultagh_F3","N21000523","Killultagh_F"
"N09000007","Lisburn and Castlereagh","N20002298","Killultagh_C4","N21000520","Killultagh_C"
"N09000007","Lisburn and Castlereagh","N20002302","Killultagh_G2","N21000524","Killultagh_G"
"N09000007","Lisburn and Castlereagh","N20002293","Killultagh_C1","N21000520","Killultagh_C"
"N09000007","Lisburn and Castlereagh","N20002303","Killultagh_F2","N21000523","Killultagh_F"
"N09000007","Lisburn and Castlereagh","N20002349","Lisburn_South_E3","N21000530","Lisburn_South_E"
"N09000007","Lisburn and Castlereagh","N20002351","Lisburn_South_G2","N21000532","Lisburn_South_G"
"N09000007","Lisburn and Castlereagh","N20002335","Lisburn_South_B4","N21000527","Lisburn_South_B"
"N09000007","Lisburn and Castlereagh","N20002324","Killultagh_G5","N21000524","Killultagh_G"
"N09000007","Lisburn and Castlereagh","N20002299","Killultagh_C5","N21000520","Killultagh_C"
"N09000007","Lisburn and Castlereagh","N20002347","Lisburn_South_D4","N21000529","Lisburn_South_D"
"N09000007","Lisburn and Castlereagh","N20002319","Killultagh_F4","N21000523","Killultagh_F"
"N09000007","Lisburn and Castlereagh","N20002268","Downshire_West_G1","N21000517","Downshire_West_G"
"N09000007","Lisburn and Castlereagh","N20002294","Killultagh_C2","N21000520","Killultagh_C"
"N09000007","Lisburn and Castlereagh","N20002322","Killultagh_H3","N21000525","Killultagh_H"
"N09000007","Lisburn and Castlereagh","N20002334","Lisburn_South_B3","N21000527","Lisburn_South_B"
"N09000007","Lisburn and Castlereagh","N20002320","Killultagh_H1","N21000525","Killultagh_H"
"N09000007","Lisburn and Castlereagh","N20002360","Lisburn_South_E6","N21000530","Lisburn_South_E"
"N09000007","Lisburn and Castlereagh","N20002329","Lisburn_South_B1","N21000527","Lisburn_South_B"
"N09000007","Lisburn and Castlereagh","N20002337","Lisburn_South_C4","N21000528","Lisburn_South_C"
"N09000007","Lisburn and Castlereagh","N20002332","Lisburn_South_B2","N21000527","Lisburn_South_B"
"N09000007","Lisburn and Castlereagh","N20002358","Lisburn_South_E5","N21000530","Lisburn_South_E"
"N09000007","Lisburn and Castlereagh","N20002412","Lisburn_North_G4","N21000542","Lisburn_North_G"
"N09000007","Lisburn and Castlereagh","N20002327","Lisburn_South_A2","N21000526","Lisburn_South_A"
"N09000007","Lisburn and Castlereagh","N20002328","Lisburn_South_A3","N21000526","Lisburn_South_A"
"N09000007","Lisburn and Castlereagh","N20002315","Killultagh_E6","N21000522","Killultagh_E"
"N09000007","Lisburn and Castlereagh","N20002307","Killultagh_D3","N21000521","Killultagh_D"
"N09000007","Lisburn and Castlereagh","N20002296","Killultagh_B3","N21000519","Killultagh_B"
"N09000007","Lisburn and Castlereagh","N20002308","Killultagh_E1","N21000522","Killultagh_E"
"N09000007","Lisburn and Castlereagh","N20002326","Lisburn_South_A1","N21000526","Lisburn_South_A"
"N09000007","Lisburn and Castlereagh","N20002313","Killultagh_E4","N21000522","Killultagh_E"
"N09000007","Lisburn and Castlereagh","N20002333","Lisburn_South_C3","N21000528","Lisburn_South_C"
"N09000007","Lisburn and Castlereagh","N20002310","Killultagh_D4","N21000521","Killultagh_D"
"N09000007","Lisburn and Castlereagh","N20002301","Killultagh_G1","N21000524","Killultagh_G"
"N09000007","Lisburn and Castlereagh","N20002305","Killultagh_D1","N21000521","Killultagh_D"
"N09000007","Lisburn and Castlereagh","N20002306","Killultagh_D2","N21000521","Killultagh_D"
"N09000007","Lisburn and Castlereagh","N20002312","Killultagh_E3","N21000522","Killultagh_E"
"N09000007","Lisburn and Castlereagh","N20002377","Lisburn_North_B1","N21000537","Lisburn_North_B"
"N09000007","Lisburn and Castlereagh","N20002330","Lisburn_South_C1","N21000528","Lisburn_South_C"
"N09000007","Lisburn and Castlereagh","N20002395","Lisburn_North_E4","N21000540","Lisburn_North_E"
"N09000007","Lisburn and Castlereagh","N20002297","Killultagh_B4","N21000519","Killultagh_B"
"N09000007","Lisburn and Castlereagh","N20002331","Lisburn_South_C2","N21000528","Lisburn_South_C"
"N09000007","Lisburn and Castlereagh","N20002316","Killultagh_E7","N21000522","Killultagh_E"
"N09000007","Lisburn and Castlereagh","N20002384","Lisburn_North_B3","N21000537","Lisburn_North_B"
"N09000007","Lisburn and Castlereagh","N20002314","Killultagh_E5","N21000522","Killultagh_E"
"N09000003","Belfast","N20001085","Botanic_A4","N21000251","Botanic_A"
"N09000003","Belfast","N20001083","Botanic_B3","N21000252","Botanic_B"
"N09000003","Belfast","N20001094","Botanic_D2","N21000254","Botanic_D"
"N09000001","Antrim and Newtownabbey","N20000279","Airport_F2","N21000064","Airport_F"
"N09000001","Antrim and Newtownabbey","N20000283","Airport_H1","N21000066","Airport_H"
"N09000001","Antrim and Newtownabbey","N20000293","Airport_F4","N21000064","Airport_F"
"N09000001","Antrim and Newtownabbey","N20000284","Airport_H2","N21000066","Airport_H"
"N09000001","Antrim and Newtownabbey","N20000281","Airport_G3","N21000065","Airport_G"
"N09000001","Antrim and Newtownabbey","N20000288","Airport_H4","N21000066","Airport_H"
"N09000007","Lisburn and Castlereagh","N20002292","Killultagh_A4","N21000518","Killultagh_A"
"N09000007","Lisburn and Castlereagh","N20002291","Killultagh_A3","N21000518","Killultagh_A"
"N09000007","Lisburn and Castlereagh","N20002288","Killultagh_A1","N21000518","Killultagh_A"
"N09000001","Antrim and Newtownabbey","N20000290","Airport_H5","N21000066","Airport_H"
"N09000001","Antrim and Newtownabbey","N20000286","Airport_J1","N21000067","Airport_J"
"N09000007","Lisburn and Castlereagh","N20002290","Killultagh_A2","N21000518","Killultagh_A"
"N09000001","Antrim and Newtownabbey","N20000274","Airport_G1","N21000065","Airport_G"
"N09000001","Antrim and Newtownabbey","N20000282","Airport_F3","N21000064","Airport_F"
