PC5,ACTIVE,X,Y,LGD2014,LGD2014NAME,WARD2014,WARD2014NAME,DEA2014,DEA2014NAME,AA2008,AA2008NAME,WARD1992,WARD1992NAME,LGD1992,LGD1992NAME,HSCT,HSCTNAME,DZ2021,DZ2021_name,SDZ2021,SDZ2021_name,AA2024,AA2024NAME,SA2011,SOA2001,SOA2001NAME,SOA2001_OLD,SOA2001NAME_OLD,COA2001,SETTLEMENT15,SETTLEMENT15_URBAN_RURAL
0000000,0,0,0,000000000,NA,000000000,NA,000000000,NA,000000000,NA,000000,NA,0000,NA,N/A,N/A,000000000,NA,000000000,NA,000000000,NA,000000000,00000000,NA,00000000,NA,0000000000,00000000000000000000000000000000000,00000
BT100AA,1,331110,370489,N09000003,Belfast,N08000339,Musgrave,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG34,MUSGRAVE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001184,Balmoral_B1,N21000274,Balmoral_B,N05000003,Belfast South and Mid Down,N00001346,95GG34S3,Musgrave_3,95GG34S3,Musgrave_3,95GG340001,BELFAST CITY,URBAN
BT100AB,1,330946,370388,N09000003,Belfast,N08000339,Musgrave,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG34,MUSGRAVE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001194,Balmoral_C2,N21000275,Balmoral_C,N05000003,Belfast South and Mid Down,N00001346,95GG34S3,Musgrave_3,95GG34S3,Musgrave_3,95GG340001,BELFAST CITY,URBAN
BT100AD,1,330830,370310,N09000003,Belfast,N08000339,Musgrave,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG34,MUSGRAVE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001194,Balmoral_C2,N21000275,Balmoral_C,N05000003,Belfast South and Mid Down,N00001346,95GG34S3,Musgrave_3,95GG34S3,Musgrave_3,95GG340007,BELFAST CITY,URBAN
BT100AE,1,330957,370179,N09000003,Belfast,N08000339,Musgrave,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG34,MUSGRAVE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001194,Balmoral_C2,N21000275,Balmoral_C,N05000003,Belfast South and Mid Down,N00001346,95GG34S3,Musgrave_3,95GG34S3,Musgrave_3,95GG340006,BELFAST CITY,URBAN
BT100AF,1,331222,370532,N09000003,Belfast,N08000339,Musgrave,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG34,MUSGRAVE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001184,Balmoral_B1,N21000274,Balmoral_B,N05000003,Belfast South and Mid Down,N00001346,95GG34S3,Musgrave_3,95GG34S3,Musgrave_3,95GG340001,BELFAST CITY,URBAN
BT100AG,1,331031,369986,N09000003,Belfast,N08000339,Musgrave,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG34,MUSGRAVE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001201,Balmoral_C3,N21000275,Balmoral_C,N05000003,Belfast South and Mid Down,N00001346,95GG34S3,Musgrave_3,95GG34S3,Musgrave_3,95GG340006,BELFAST CITY,URBAN
BT100AH,1,330966,370135,N09000003,Belfast,N08000339,Musgrave,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG34,MUSGRAVE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001194,Balmoral_C2,N21000275,Balmoral_C,N05000003,Belfast South and Mid Down,N00001346,95GG34S3,Musgrave_3,95GG34S3,Musgrave_3,95GG340006,BELFAST CITY,URBAN
BT100AJ,1,330802,370210,N09000003,Belfast,N08000339,Musgrave,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG34,MUSGRAVE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001195,Balmoral_D3,N21000276,Balmoral_D,N05000003,Belfast South and Mid Down,N00001346,95GG34S3,Musgrave_3,95GG34S3,Musgrave_3,95GG340007,BELFAST CITY,URBAN
BT100AL,1,330897,370117,N09000003,Belfast,N08000339,Musgrave,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG34,MUSGRAVE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001194,Balmoral_C2,N21000275,Balmoral_C,N05000003,Belfast South and Mid Down,N00001346,95GG34S3,Musgrave_3,95GG34S3,Musgrave_3,95GG340007,BELFAST CITY,URBAN
BT100AN,1,330979,369980,N09000003,Belfast,N08000339,Musgrave,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG34,MUSGRAVE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001201,Balmoral_C3,N21000275,Balmoral_C,N05000003,Belfast South and Mid Down,N00001346,95GG34S3,Musgrave_3,95GG34S3,Musgrave_3,95GG340006,BELFAST CITY,URBAN
BT100AP,1,331076,369798,N09000003,Belfast,N08000356,Upper Malone,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG45,UPPER MALONE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001201,Balmoral_C3,N21000275,Balmoral_C,N05000003,Belfast South and Mid Down,N00001519,95GG45S2,Upper Malone_2,95GG45S2,Upper Malone_2,95GG450001,BELFAST CITY,URBAN
BT100AQ,1,331166,369564,N09000003,Belfast,N08000356,Upper Malone,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG45,UPPER MALONE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001211,Balmoral_J2,N21000281,Balmoral_J,N05000003,Belfast South and Mid Down,N00001522,95GG45S2,Upper Malone_2,95GG45S2,Upper Malone_2,95GG450010,BELFAST CITY,URBAN
BT100AR,1,330785,370091,N09000003,Belfast,N08000339,Musgrave,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG34,MUSGRAVE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001195,Balmoral_D3,N21000276,Balmoral_D,N05000003,Belfast South and Mid Down,N00001346,95GG34S3,Musgrave_3,95GG34S3,Musgrave_3,95GG340007,BELFAST CITY,URBAN
BT100AS,1,330900,369914,N09000003,Belfast,N08000339,Musgrave,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG34,MUSGRAVE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001201,Balmoral_C3,N21000275,Balmoral_C,N05000003,Belfast South and Mid Down,N00001338,95GG34S1,Musgrave_1,95GG34S1,Musgrave_1,95GG340010,BELFAST CITY,URBAN
BT100AT,1,331012,369657,N09000003,Belfast,N08000339,Musgrave,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG34,MUSGRAVE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001210,Balmoral_G4,N21000279,Balmoral_G,N05000003,Belfast South and Mid Down,N00001338,95GG34S1,Musgrave_1,95GG34S1,Musgrave_1,95GG340010,BELFAST CITY,URBAN
BT100AU,1,330967,369427,N09000003,Belfast,N08000356,Upper Malone,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG45,UPPER MALONE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001213,Balmoral_G5,N21000279,Balmoral_G,N05000003,Belfast South and Mid Down,N00001525,95GG45S3,Upper Malone_3,95GG45S3,Upper Malone_3,95GG450005,BELFAST CITY,URBAN
BT100AW,1,329252,370057,N09000003,Belfast,N08000323,Dunmurry,N10000305,COLLIN,N06000004,BELFAST WEST,95SS10,DUNMURRY,95SS,LISBURN,SEHSCT,South Eastern HSCT,N20001258,Collin_H1,N21000293,Collin_H,N05000004,Belfast West,N00003345,95SS10S2,Dunmurry_2,95SS10S2,Dunmurry_2,95SS100006,METROPOLITAN LISBURN,URBAN
BT100AX,1,330527,368735,N09000003,Belfast,N08000326,Finaghy,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG23,FINAGHY,95GG,BELFAST,BHSCT,Belfast HSCT,N20001230,Balmoral_L3,N21000283,Balmoral_L,N05000003,Belfast South and Mid Down,N00001174,95GG23S1,Finaghy_1,95GG23S1,Finaghy_1,95GG230010,BELFAST CITY,URBAN
BT100AY,1,330631,368602,N09000003,Belfast,N08000326,Finaghy,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG23,FINAGHY,95GG,BELFAST,BHSCT,Belfast HSCT,N20001230,Balmoral_L3,N21000283,Balmoral_L,N05000003,Belfast South and Mid Down,N00001174,95GG23S1,Finaghy_1,95GG23S1,Finaghy_1,95GG230010,BELFAST CITY,URBAN
BT100AZ,1,330746,368630,N09000003,Belfast,N08000326,Finaghy,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG23,FINAGHY,95GG,BELFAST,BHSCT,Belfast HSCT,N20001230,Balmoral_L3,N21000283,Balmoral_L,N05000003,Belfast South and Mid Down,N00001175,95GG23S1,Finaghy_1,95GG23S1,Finaghy_1,95GG230012,BELFAST CITY,URBAN
BT100BA,1,330723,370225,N09000003,Belfast,N08000339,Musgrave,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG34,MUSGRAVE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001195,Balmoral_D3,N21000276,Balmoral_D,N05000003,Belfast South and Mid Down,N00001346,95GG34S3,Musgrave_3,95GG34S3,Musgrave_3,95GG340007,BELFAST CITY,URBAN
BT100BB,1,330627,370064,N09000003,Belfast,N08000339,Musgrave,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG34,MUSGRAVE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001195,Balmoral_D3,N21000276,Balmoral_D,N05000003,Belfast South and Mid Down,N00001348,95GG34S3,Musgrave_3,95GG34S3,Musgrave_3,95GG340008,BELFAST CITY,URBAN
BT100BD,1,330530,370055,N09000003,Belfast,N08000339,Musgrave,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG34,MUSGRAVE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001195,Balmoral_D3,N21000276,Balmoral_D,N05000003,Belfast South and Mid Down,N00001348,95GG34S3,Musgrave_3,95GG34S3,Musgrave_3,95GG340008,BELFAST CITY,URBAN
BT100BE,1,330420,369976,N09000003,Belfast,N08000339,Musgrave,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG34,MUSGRAVE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001205,Balmoral_G2,N21000279,Balmoral_G,N05000003,Belfast South and Mid Down,N00001340,95GG34S1,Musgrave_1,95GG34S1,Musgrave_1,95GG340012,BELFAST CITY,URBAN
BT100BF,1,329358,369655,N09000003,Belfast,N08000323,Dunmurry,N10000305,COLLIN,N06000004,BELFAST WEST,95SS10,DUNMURRY,95SS,LISBURN,SEHSCT,South Eastern HSCT,N20001264,Collin_H2,N21000293,Collin_H,N05000004,Belfast West,N00003348,95SS10S2,Dunmurry_2,95SS10S2,Dunmurry_2,95SS100009,METROPOLITAN LISBURN,URBAN
BT100BG,1,330351,369909,N09000003,Belfast,N08000326,Finaghy,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG23,FINAGHY,95GG,BELFAST,BHSCT,Belfast HSCT,N20001202,Balmoral_H1,N21000280,Balmoral_H,N05000003,Belfast South and Mid Down,N00001183,95GG23S3,Finaghy_3,95GG23S3,Finaghy_3,95GG230001,BELFAST CITY,URBAN
BT100BH,1,330685,370114,N09000003,Belfast,N08000339,Musgrave,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG34,MUSGRAVE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001195,Balmoral_D3,N21000276,Balmoral_D,N05000003,Belfast South and Mid Down,N00001346,95GG34S3,Musgrave_3,95GG34S3,Musgrave_3,95GG340007,BELFAST CITY,URBAN
BT100BJ,0,330250,369550,N09000003,Belfast,N08000326,Finaghy,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG23,FINAGHY,95GG,BELFAST,BHSCT,Belfast HSCT,N20001209,Balmoral_H3,N21000280,Balmoral_H,N05000003,Belfast South and Mid Down,N00001184,95GG23S3,Finaghy_3,95GG23S3,Finaghy_3,95GG230007,BELFAST CITY,URBAN
BT100BL,1,330526,370025,N09000003,Belfast,N08000339,Musgrave,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG34,MUSGRAVE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001195,Balmoral_D3,N21000276,Balmoral_D,N05000003,Belfast South and Mid Down,N00001340,95GG34S1,Musgrave_1,95GG34S1,Musgrave_1,95GG340012,BELFAST CITY,URBAN
BT100BN,1,330414,369721,N09000003,Belfast,N08000326,Finaghy,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG23,FINAGHY,95GG,BELFAST,BHSCT,Belfast HSCT,N20001209,Balmoral_H3,N21000280,Balmoral_H,N05000003,Belfast South and Mid Down,N00001183,95GG23S3,Finaghy_3,95GG23S3,Finaghy_3,95GG230001,BELFAST CITY,URBAN
BT100BP,1,330291,369775,N09000003,Belfast,N08000326,Finaghy,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG23,FINAGHY,95GG,BELFAST,BHSCT,Belfast HSCT,N20001202,Balmoral_H1,N21000280,Balmoral_H,N05000003,Belfast South and Mid Down,N00001181,95GG23S2,Finaghy_2,95GG23S2,Finaghy_2,95GG230005,BELFAST CITY,URBAN
BT100BQ,1,330161,369628,N09000003,Belfast,N08000326,Finaghy,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG23,FINAGHY,95GG,BELFAST,BHSCT,Belfast HSCT,N20001209,Balmoral_H3,N21000280,Balmoral_H,N05000003,Belfast South and Mid Down,N00001184,95GG23S3,Finaghy_3,95GG23S3,Finaghy_3,95GG230007,BELFAST CITY,URBAN
BT100BS,1,330263,369542,N09000003,Belfast,N08000326,Finaghy,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG23,FINAGHY,95GG,BELFAST,BHSCT,Belfast HSCT,N20001209,Balmoral_H3,N21000280,Balmoral_H,N05000003,Belfast South and Mid Down,N00001184,95GG23S3,Finaghy_3,95GG23S3,Finaghy_3,95GG230007,BELFAST CITY,URBAN
BT100BT,1,330321,369612,N09000003,Belfast,N08000326,Finaghy,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG23,FINAGHY,95GG,BELFAST,BHSCT,Belfast HSCT,N20001209,Balmoral_H3,N21000280,Balmoral_H,N05000003,Belfast South and Mid Down,N00001181,95GG23S2,Finaghy_2,95GG23S2,Finaghy_2,95GG230005,BELFAST CITY,URBAN
BT100BU,1,330341,369712,N09000003,Belfast,N08000326,Finaghy,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG23,FINAGHY,95GG,BELFAST,BHSCT,Belfast HSCT,N20001202,Balmoral_H1,N21000280,Balmoral_H,N05000003,Belfast South and Mid Down,N00001181,95GG23S2,Finaghy_2,95GG23S2,Finaghy_2,95GG230005,BELFAST CITY,URBAN
BT100BW,1,330489,369744,N09000003,Belfast,N08000326,Finaghy,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG23,FINAGHY,95GG,BELFAST,BHSCT,Belfast HSCT,N20001205,Balmoral_G2,N21000279,Balmoral_G,N05000003,Belfast South and Mid Down,N00001183,95GG23S3,Finaghy_3,95GG23S3,Finaghy_3,95GG230001,BELFAST CITY,URBAN
BT100BX,1,330432,369844,N09000003,Belfast,N08000326,Finaghy,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG23,FINAGHY,95GG,BELFAST,BHSCT,Belfast HSCT,N20001202,Balmoral_H1,N21000280,Balmoral_H,N05000003,Belfast South and Mid Down,N00001183,95GG23S3,Finaghy_3,95GG23S3,Finaghy_3,95GG230001,BELFAST CITY,URBAN
BT100BY,1,330634,369500,N09000003,Belfast,N08000326,Finaghy,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG23,FINAGHY,95GG,BELFAST,BHSCT,Belfast HSCT,N20001215,Balmoral_N1,N21000284,Balmoral_N,N05000003,Belfast South and Mid Down,N00001183,95GG23S3,Finaghy_3,95GG23S3,Finaghy_3,95GG230001,BELFAST CITY,URBAN
BT100BZ,1,330747,369295,N09000003,Belfast,N08000326,Finaghy,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG23,FINAGHY,95GG,BELFAST,BHSCT,Belfast HSCT,N20001221,Balmoral_N3,N21000284,Balmoral_N,N05000003,Belfast South and Mid Down,N00001183,95GG23S3,Finaghy_3,95GG23S3,Finaghy_3,95GG230001,BELFAST CITY,URBAN
BT100DA,1,330918,368953,N09000003,Belfast,N08000326,Finaghy,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG23,FINAGHY,95GG,BELFAST,BHSCT,Belfast HSCT,N20001230,Balmoral_L3,N21000283,Balmoral_L,N05000003,Belfast South and Mid Down,N00001187,95GG23S3,Finaghy_3,95GG23S3,Finaghy_3,95GG230014,BELFAST CITY,URBAN
BT100DB,0,999999,999999,000000000,NA,000000000,NA,000000000,NA,000000000,NA,000000,NA,0000,NA,N/A,N/A,000000000,NA,000000000,NA,000000000,NA,000000000,00000000,NA,00000000,NA,0000000000,0000000000000000000000000000000,00000
BT100DD,1,330944,369051,N09000003,Belfast,N08000356,Upper Malone,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG45,UPPER MALONE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001219,Balmoral_J5,N21000281,Balmoral_J,N05000003,Belfast South and Mid Down,N00001530,95GG45S3,Upper Malone_3,95GG45S3,Upper Malone_3,95GG450012,BELFAST CITY,URBAN
BT100DE,1,330631,369573,N09000003,Belfast,N08000339,Musgrave,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG34,MUSGRAVE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001205,Balmoral_G2,N21000279,Balmoral_G,N05000003,Belfast South and Mid Down,N00001340,95GG34S1,Musgrave_1,95GG34S1,Musgrave_1,95GG340012,BELFAST CITY,URBAN
BT100DF,1,330624,369466,N09000003,Belfast,N08000326,Finaghy,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG23,FINAGHY,95GG,BELFAST,BHSCT,Belfast HSCT,N20001215,Balmoral_N1,N21000284,Balmoral_N,N05000003,Belfast South and Mid Down,N00001185,95GG23S3,Finaghy_3,95GG23S3,Finaghy_3,95GG230009,BELFAST CITY,URBAN
BT100DG,1,330777,369326,N09000003,Belfast,N08000356,Upper Malone,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG45,UPPER MALONE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001213,Balmoral_G5,N21000279,Balmoral_G,N05000003,Belfast South and Mid Down,N00001529,95GG45S3,Upper Malone_3,95GG45S3,Upper Malone_3,95GG450009,BELFAST CITY,URBAN
BT100DH,1,330929,369088,N09000003,Belfast,N08000356,Upper Malone,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG45,UPPER MALONE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001219,Balmoral_J5,N21000281,Balmoral_J,N05000003,Belfast South and Mid Down,N00001530,95GG45S3,Upper Malone_3,95GG45S3,Upper Malone_3,95GG450012,BELFAST CITY,URBAN
BT100DJ,1,330503,369925,N09000003,Belfast,N08000339,Musgrave,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG34,MUSGRAVE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001205,Balmoral_G2,N21000279,Balmoral_G,N05000003,Belfast South and Mid Down,N00001340,95GG34S1,Musgrave_1,95GG34S1,Musgrave_1,95GG340012,BELFAST CITY,URBAN
BT100DL,1,330619,369991,N09000003,Belfast,N08000339,Musgrave,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG34,MUSGRAVE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001205,Balmoral_G2,N21000279,Balmoral_G,N05000003,Belfast South and Mid Down,N00001340,95GG34S1,Musgrave_1,95GG34S1,Musgrave_1,95GG340011,BELFAST CITY,URBAN
BT100DN,1,330723,369970,N09000003,Belfast,N08000339,Musgrave,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG34,MUSGRAVE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001203,Balmoral_G1,N21000279,Balmoral_G,N05000003,Belfast South and Mid Down,N00001340,95GG34S1,Musgrave_1,95GG34S1,Musgrave_1,95GG340011,BELFAST CITY,URBAN
BT100DP,1,330767,369946,N09000003,Belfast,N08000339,Musgrave,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG34,MUSGRAVE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001203,Balmoral_G1,N21000279,Balmoral_G,N05000003,Belfast South and Mid Down,N00001340,95GG34S1,Musgrave_1,95GG34S1,Musgrave_1,95GG340011,BELFAST CITY,URBAN
BT100DQ,1,330701,369922,N09000003,Belfast,N08000339,Musgrave,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG34,MUSGRAVE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001203,Balmoral_G1,N21000279,Balmoral_G,N05000003,Belfast South and Mid Down,N00001340,95GG34S1,Musgrave_1,95GG34S1,Musgrave_1,95GG340011,BELFAST CITY,URBAN
BT100DR,1,330470,369865,N09000003,Belfast,N08000339,Musgrave,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG34,MUSGRAVE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001205,Balmoral_G2,N21000279,Balmoral_G,N05000003,Belfast South and Mid Down,N00001340,95GG34S1,Musgrave_1,95GG34S1,Musgrave_1,95GG340012,BELFAST CITY,URBAN
BT100DS,1,330794,369339,N09000003,Belfast,N08000356,Upper Malone,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG45,UPPER MALONE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001213,Balmoral_G5,N21000279,Balmoral_G,N05000003,Belfast South and Mid Down,N00001529,95GG45S3,Upper Malone_3,95GG45S3,Upper Malone_3,95GG450009,BELFAST CITY,URBAN
BT100DT,1,330754,369431,N09000003,Belfast,N08000356,Upper Malone,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG45,UPPER MALONE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001213,Balmoral_G5,N21000279,Balmoral_G,N05000003,Belfast South and Mid Down,N00001529,95GG45S3,Upper Malone_3,95GG45S3,Upper Malone_3,95GG450009,BELFAST CITY,URBAN
BT100DU,1,330810,369101,N09000003,Belfast,N08000326,Finaghy,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG23,FINAGHY,95GG,BELFAST,BHSCT,Belfast HSCT,N20001221,Balmoral_N3,N21000284,Balmoral_N,N05000003,Belfast South and Mid Down,N00001183,95GG23S3,Finaghy_3,95GG23S3,Finaghy_3,95GG230001,BELFAST CITY,URBAN
BT100DW,1,330719,370065,N09000003,Belfast,N08000339,Musgrave,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG34,MUSGRAVE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001195,Balmoral_D3,N21000276,Balmoral_D,N05000003,Belfast South and Mid Down,N00001346,95GG34S3,Musgrave_3,95GG34S3,Musgrave_3,95GG340007,BELFAST CITY,URBAN
BT100DX,1,330789,369171,N09000003,Belfast,N08000326,Finaghy,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG23,FINAGHY,95GG,BELFAST,BHSCT,Belfast HSCT,N20001221,Balmoral_N3,N21000284,Balmoral_N,N05000003,Belfast South and Mid Down,N00001183,95GG23S3,Finaghy_3,95GG23S3,Finaghy_3,95GG230001,BELFAST CITY,URBAN
BT100DY,1,330658,368814,N09000003,Belfast,N08000326,Finaghy,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG23,FINAGHY,95GG,BELFAST,BHSCT,Belfast HSCT,N20001230,Balmoral_L3,N21000283,Balmoral_L,N05000003,Belfast South and Mid Down,N00001175,95GG23S1,Finaghy_1,95GG23S1,Finaghy_1,95GG230012,BELFAST CITY,URBAN
BT100DZ,1,330667,368721,N09000003,Belfast,N08000326,Finaghy,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG23,FINAGHY,95GG,BELFAST,BHSCT,Belfast HSCT,N20001230,Balmoral_L3,N21000283,Balmoral_L,N05000003,Belfast South and Mid Down,N00001175,95GG23S1,Finaghy_1,95GG23S1,Finaghy_1,95GG230012,BELFAST CITY,URBAN
BT100EA,1,330990,369838,N09000003,Belfast,N08000356,Upper Malone,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG45,UPPER MALONE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001201,Balmoral_C3,N21000275,Balmoral_C,N05000003,Belfast South and Mid Down,N00001519,95GG45S2,Upper Malone_2,95GG45S2,Upper Malone_2,95GG450001,BELFAST CITY,URBAN
BT100EB,1,330859,369778,N09000003,Belfast,N08000339,Musgrave,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG34,MUSGRAVE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001203,Balmoral_G1,N21000279,Balmoral_G,N05000003,Belfast South and Mid Down,N00001338,95GG34S1,Musgrave_1,95GG34S1,Musgrave_1,95GG340010,BELFAST CITY,URBAN
BT100ED,1,330798,369864,N09000003,Belfast,N08000339,Musgrave,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG34,MUSGRAVE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001203,Balmoral_G1,N21000279,Balmoral_G,N05000003,Belfast South and Mid Down,N00001340,95GG34S1,Musgrave_1,95GG34S1,Musgrave_1,95GG340011,BELFAST CITY,URBAN
BT100EE,1,330772,369781,N09000003,Belfast,N08000339,Musgrave,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG34,MUSGRAVE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001203,Balmoral_G1,N21000279,Balmoral_G,N05000003,Belfast South and Mid Down,N00001340,95GG34S1,Musgrave_1,95GG34S1,Musgrave_1,95GG340014,BELFAST CITY,URBAN
BT100EF,1,330693,369815,N09000003,Belfast,N08000339,Musgrave,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG34,MUSGRAVE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001206,Balmoral_G3,N21000279,Balmoral_G,N05000003,Belfast South and Mid Down,N00001340,95GG34S1,Musgrave_1,95GG34S1,Musgrave_1,95GG340014,BELFAST CITY,URBAN
BT100EG,1,330699,369745,N09000003,Belfast,N08000339,Musgrave,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG34,MUSGRAVE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001206,Balmoral_G3,N21000279,Balmoral_G,N05000003,Belfast South and Mid Down,N00001340,95GG34S1,Musgrave_1,95GG34S1,Musgrave_1,95GG340012,BELFAST CITY,URBAN
BT100EH,1,330769,369565,N09000003,Belfast,N08000339,Musgrave,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG34,MUSGRAVE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001210,Balmoral_G4,N21000279,Balmoral_G,N05000003,Belfast South and Mid Down,N00001340,95GG34S1,Musgrave_1,95GG34S1,Musgrave_1,95GG340014,BELFAST CITY,URBAN
BT100EJ,1,330847,369408,N09000003,Belfast,N08000356,Upper Malone,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG45,UPPER MALONE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001213,Balmoral_G5,N21000279,Balmoral_G,N05000003,Belfast South and Mid Down,N00001525,95GG45S3,Upper Malone_3,95GG45S3,Upper Malone_3,95GG450005,BELFAST CITY,URBAN
BT100EL,1,330881,369739,N09000003,Belfast,N08000339,Musgrave,N10000301,BALMORAL,N06000003,BELFAST SOUTH,95GG34,MUSGRAVE,95GG,BELFAST,BHSCT,Belfast HSCT,N20001203,Balmoral_G1,N21000279,Balmoral_G,N05000003,Belfast South and Mid Down,N00001338,95GG34S1,Musgrave_1,95GG34S1,Musgrave_1,95GG340010,BELFAST CITY,URBAN
