PC5,ACTIVE,X,Y,LGD2014,LGD2014NAME,WARD2014,WARD2014NAME,DEA2014,DEA2014NAME,AA2008,AA2008NAME,WARD1992,WARD1992NAME,LGD1992,LGD1992NAME,HSCT,HSCTNAME,DZ2021,DZ2021_name,SDZ2021,SDZ2021_name,AA2024,AA2024NAME,SA2011,SOA2001,SOA2001NAME,SOA2001_OLD,SOA2001NAME_OLD,COA2001,SETTLEMENT15,SETTLEMENT15_URBAN_RURAL
BT618RF,1,292374,348991,N09000002,"Armagh City, Banbridge and Craigavon",N08000235,Richhill,N10000204,CUSHER,N06000011,NEWRY AND ARMAGH,95CC10,HOCKLEY,95CC,ARMAGH,SHSCT,Southern HSCT,N20000674,Cusher_E3,N21000154,Cusher_E,N05000011,Newry and Armagh,N00000394,95CC10W1,Hockley,95CC10W1,Hockley,95CC100001,"BAND H (ARMAGH CITY, BANBRIDGE AND CRAIGAVON LGD)",RURAL
BT618RG,1,291559,348370,N09000002,"Armagh City, Banbridge and Craigavon",N08000235,Richhill,N10000204,CUSHER,N06000011,NEWRY AND ARMAGH,95CC10,HOCKLEY,95CC,ARMAGH,SHSCT,Southern HSCT,N20000674,Cusher_E3,N21000154,Cusher_E,N05000011,Newry and Armagh,N00000395,95CC10W1,Hockley,95CC10W1,Hockley,95CC100002,"BAND H (ARMAGH CITY, BANBRIDGE AND CRAIGAVON LGD)",RURAL
BT618RH,1,290708,349562,N09000002,"Armagh City, Banbridge and Craigavon",N08000235,Richhill,N10000204,CUSHER,N06000011,NEWRY AND ARMAGH,95CC10,HOCKLEY,95CC,ARMAGH,SHSCT,Southern HSCT,N20000674,Cusher_E3,N21000154,Cusher_E,N05000011,Newry and Armagh,N00000395,95CC10W1,Hockley,95CC10W1,Hockley,95CC100002,"BAND H (ARMAGH CITY, BANBRIDGE AND CRAIGAVON LGD)",RURAL
BT618RJ,1,290879,349488,N09000002,"Armagh City, Banbridge and Craigavon",N08000235,Richhill,N10000204,CUSHER,N06000011,NEWRY AND ARMAGH,95CC10,HOCKLEY,95CC,ARMAGH,SHSCT,Southern HSCT,N20000674,Cusher_E3,N21000154,Cusher_E,N05000011,Newry and Armagh,N00000395,95CC10W1,Hockley,95CC10W1,Hockley,95CC100002,"BAND H (ARMAGH CITY, BANBRIDGE AND CRAIGAVON LGD)",RURAL
BT618RL,1,289779,349397,N09000002,"Armagh City, Banbridge and Craigavon",N08000235,Richhill,N10000204,CUSHER,N06000011,NEWRY AND ARMAGH,95CC10,HOCKLEY,95CC,ARMAGH,SHSCT,Southern HSCT,N20000674,Cusher_E3,N21000154,Cusher_E,N05000011,Newry and Armagh,N00000395,95CC10W1,Hockley,95CC10W1,Hockley,95CC100002,"BAND H (ARMAGH CITY, BANBRIDGE AND CRAIGAVON LGD)",RURAL
BT618RN,1,289211,347220,N09000002,"Armagh City, Banbridge and Craigavon",N08000240,The Mall,N10000201,ARMAGH,N06000011,NEWRY AND ARMAGH,95CC18,OBSERVATORY,95CC,ARMAGH,SHSCT,Southern HSCT,N20000302,Armagh_A6,N21000068,Armagh_A,N05000011,Newry and Armagh,N00000443,95CC18W1,Observatory,95CC18W1,Observatory,95CC180001,"BAND H (ARMAGH CITY, BANBRIDGE AND CRAIGAVON LGD)",RURAL
BT618RQ,1,289391,346651,N09000002,"Armagh City, Banbridge and Craigavon",N08000240,The Mall,N10000201,ARMAGH,N06000011,NEWRY AND ARMAGH,95CC18,OBSERVATORY,95CC,ARMAGH,SHSCT,Southern HSCT,N20000307,Armagh_B2,N21000069,Armagh_B,N05000011,Newry and Armagh,N00000443,95CC18W1,Observatory,95CC18W1,Observatory,95CC180001,ARMAGH,URBAN
BT618RW,1,289206,346694,N09000002,"Armagh City, Banbridge and Craigavon",N08000240,The Mall,N10000201,ARMAGH,N06000011,NEWRY AND ARMAGH,95CC18,OBSERVATORY,95CC,ARMAGH,SHSCT,Southern HSCT,N20000306,Armagh_B1,N21000069,Armagh_B,N05000011,Newry and Armagh,N00000443,95CC18W1,Observatory,95CC18W1,Observatory,95CC180001,ARMAGH,URBAN
BT618SA,1,286621,345989,N09000002,"Armagh City, Banbridge and Craigavon",N08000210,"Cathedral (Armagh, Banbridge and Craigavon)",N10000201,ARMAGH,N06000011,NEWRY AND ARMAGH,95CC01,ABBEY PARK,95CC,ARMAGH,SHSCT,Southern HSCT,N20000312,Armagh_D2,N21000071,Armagh_D,N05000011,Newry and Armagh,N00000349,95CC01W1,Abbey Park,95CC01W1,Abbey Park,95CC010006,ARMAGH,URBAN
BT618TB,1,286584,345945,N09000002,"Armagh City, Banbridge and Craigavon",N08000210,"Cathedral (Armagh, Banbridge and Craigavon)",N10000201,ARMAGH,N06000011,NEWRY AND ARMAGH,95CC01,ABBEY PARK,95CC,ARMAGH,SHSCT,Southern HSCT,N20000312,Armagh_D2,N21000071,Armagh_D,N05000011,Newry and Armagh,N00000349,95CC01W1,Abbey Park,95CC01W1,Abbey Park,95CC010006,ARMAGH,URBAN
BT618WA,0,289206,346694,N09000002,"Armagh City, Banbridge and Craigavon",N08000240,The Mall,N10000201,ARMAGH,N06000011,NEWRY AND ARMAGH,95CC18,OBSERVATORY,95CC,ARMAGH,SHSCT,Southern HSCT,N20000306,Armagh_B1,N21000069,Armagh_B,N05000011,Newry and Armagh,N00000443,95CC18W1,Observatory,95CC18W1,Observatory,95CC180001,ARMAGH,URBAN
BT618YA,0,666666,666666,N09000002,"Armagh City, Banbridge and Craigavon",N08000240,The Mall,N10000201,ARMAGH,N06000011,NEWRY AND ARMAGH,95CC18,OBSERVATORY,95CC,ARMAGH,SHSCT,Southern HSCT,N20000306,Armagh_B1,N21000069,Armagh_B,N05000011,Newry and Armagh,N00000443,95CC18W1,Observatory,95CC18W1,Observatory,95CC180001,ARMAGH,URBAN
BT618YD,0,666666,666666,N09000002,"Armagh City, Banbridge and Craigavon",N08000240,The Mall,N10000201,ARMAGH,N06000011,NEWRY AND ARMAGH,95CC18,OBSERVATORY,95CC,ARMAGH,SHSCT,Southern HSCT,N20000306,Armagh_B1,N21000069,Armagh_B,N05000011,Newry and Armagh,N00000443,95CC18W1,Observatory,95CC18W1,Observatory,95CC180001,ARMAGH,URBAN
BT618YE,0,289206,346694,N09000002,"Armagh City, Banbridge and Craigavon",N08000240,The Mall,N10000201,ARMAGH,N06000011,NEWRY AND ARMAGH,95CC18,OBSERVATORY,95CC,ARMAGH,SHSCT,Southern HSCT,N20000306,Armagh_B1,N21000069,Armagh_B,N05000011,Newry and Armagh,N00000443,95CC18W1,Observatory,95CC18W1,Observatory,95CC180001,ARMAGH,URBAN
BT619AA,1,287651,345300,N09000002,"Armagh City, Banbridge and Craigavon",N08000240,The Mall,N10000201,ARMAGH,N06000011,NEWRY AND ARMAGH,95CC03,CALLAN BRIDGE,95CC,ARMAGH,SHSCT,Southern HSCT,N20000319,Armagh_F2,N21000073,Armagh_F,N05000011,Newry and Armagh,N00000359,95CC03W1,Callan Bridge,95CC03W1,Callan Bridge,95CC030005,ARMAGH,URBAN
BT619AB,1,287667,345267,N09000002,"Armagh City, Banbridge and Craigavon",N08000240,The Mall,N10000201,ARMAGH,N06000011,NEWRY AND ARMAGH,95CC03,CALLAN BRIDGE,95CC,ARMAGH,SHSCT,Southern HSCT,N20000319,Armagh_F2,N21000073,Armagh_F,N05000011,Newry and Armagh,N00000359,95CC03W1,Callan Bridge,95CC03W1,Callan Bridge,95CC030005,ARMAGH,URBAN
BT619AD,1,294280,347874,N09000002,"Armagh City, Banbridge and Craigavon",N08000235,Richhill,N10000204,CUSHER,N06000011,NEWRY AND ARMAGH,95CC20,RICH HILL,95CC,ARMAGH,SHSCT,Southern HSCT,N20000669,Cusher_B3,N21000151,Cusher_B,N05000011,Newry and Armagh,N00000459,95CC20S2,Rich Hill_2,95CC20S2,Rich Hill_2,95CC200004,RICHHILL,RURAL
BT619AE,1,289131,345803,N09000002,"Armagh City, Banbridge and Craigavon",N08000240,The Mall,N10000201,ARMAGH,N06000011,NEWRY AND ARMAGH,95CC18,OBSERVATORY,95CC,ARMAGH,SHSCT,Southern HSCT,N20000311,Armagh_B3,N21000069,Armagh_B,N05000011,Newry and Armagh,N00000445,95CC18W1,Observatory,95CC18W1,Observatory,95CC180003,ARMAGH,URBAN
BT619AF,0,288050,345450,N09000002,"Armagh City, Banbridge and Craigavon",N08000240,The Mall,N10000201,ARMAGH,N06000011,NEWRY AND ARMAGH,95CC22,THE MALL,95CC,ARMAGH,SHSCT,Southern HSCT,N20000315,Armagh_C4,N21000070,Armagh_C,N05000011,Newry and Armagh,N00000474,95CC22W1,The Mall,95CC22W1,The Mall,95CC220005,ARMAGH,URBAN
BT619AG,0,999999,999999,000000000,NA,000000000,NA,000000000,NA,000000000,NA,000000,NA,0000,NA,N/A,N/A,000000000,NA,000000000,NA,000000000,NA,000000000,00000000,NA,00000000,NA,0000000000,0000000000000000000000000000000,00000
BT619AH,1,287852,345085,N09000002,"Armagh City, Banbridge and Craigavon",N08000240,The Mall,N10000201,ARMAGH,N06000011,NEWRY AND ARMAGH,95CC03,CALLAN BRIDGE,95CC,ARMAGH,SHSCT,Southern HSCT,N20000319,Armagh_F2,N21000073,Armagh_F,N05000011,Newry and Armagh,N00000359,95CC03W1,Callan Bridge,95CC03W1,Callan Bridge,95CC030005,ARMAGH,URBAN
BT619AJ,1,287752,345223,N09000002,"Armagh City, Banbridge and Craigavon",N08000240,The Mall,N10000201,ARMAGH,N06000011,NEWRY AND ARMAGH,95CC03,CALLAN BRIDGE,95CC,ARMAGH,SHSCT,Southern HSCT,N20000319,Armagh_F2,N21000073,Armagh_F,N05000011,Newry and Armagh,N00000359,95CC03W1,Callan Bridge,95CC03W1,Callan Bridge,95CC030005,ARMAGH,URBAN
BT619AL,0,287672,345390,N09000002,"Armagh City, Banbridge and Craigavon",N08000240,The Mall,N10000201,ARMAGH,N06000011,NEWRY AND ARMAGH,95CC18,OBSERVATORY,95CC,ARMAGH,SHSCT,Southern HSCT,N20000319,Armagh_F2,N21000073,Armagh_F,N05000011,Newry and Armagh,N00000444,95CC18W1,Observatory,95CC18W1,Observatory,95CC180006,ARMAGH,URBAN
BT619AN,1,287829,345152,N09000002,"Armagh City, Banbridge and Craigavon",N08000240,The Mall,N10000201,ARMAGH,N06000011,NEWRY AND ARMAGH,95CC03,CALLAN BRIDGE,95CC,ARMAGH,SHSCT,Southern HSCT,N20000319,Armagh_F2,N21000073,Armagh_F,N05000011,Newry and Armagh,N00000359,95CC03W1,Callan Bridge,95CC03W1,Callan Bridge,95CC030005,ARMAGH,URBAN
BT619AP,1,287702,345274,N09000002,"Armagh City, Banbridge and Craigavon",N08000240,The Mall,N10000201,ARMAGH,N06000011,NEWRY AND ARMAGH,95CC03,CALLAN BRIDGE,95CC,ARMAGH,SHSCT,Southern HSCT,N20000319,Armagh_F2,N21000073,Armagh_F,N05000011,Newry and Armagh,N00000359,95CC03W1,Callan Bridge,95CC03W1,Callan Bridge,95CC030005,ARMAGH,URBAN
BT619AQ,0,287650,345350,N09000002,"Armagh City, Banbridge and Craigavon",N08000240,The Mall,N10000201,ARMAGH,N06000011,NEWRY AND ARMAGH,95CC18,OBSERVATORY,95CC,ARMAGH,SHSCT,Southern HSCT,N20000319,Armagh_F2,N21000073,Armagh_F,N05000011,Newry and Armagh,N00000444,95CC18W1,Observatory,95CC18W1,Observatory,95CC180006,ARMAGH,URBAN
BT619AR,0,287683,345371,N09000002,"Armagh City, Banbridge and Craigavon",N08000240,The Mall,N10000201,ARMAGH,N06000011,NEWRY AND ARMAGH,95CC18,OBSERVATORY,95CC,ARMAGH,SHSCT,Southern HSCT,N20000319,Armagh_F2,N21000073,Armagh_F,N05000011,Newry and Armagh,N00000444,95CC18W1,Observatory,95CC18W1,Observatory,95CC180006,ARMAGH,URBAN
BT619AS,0,287650,345350,N09000002,"Armagh City, Banbridge and Craigavon",N08000240,The Mall,N10000201,ARMAGH,N06000011,NEWRY AND ARMAGH,95CC18,OBSERVATORY,95CC,ARMAGH,SHSCT,Southern HSCT,N20000319,Armagh_F2,N21000073,Armagh_F,N05000011,Newry and Armagh,N00000444,95CC18W1,Observatory,95CC18W1,Observatory,95CC180006,ARMAGH,URBAN
BT619AT,1,287658,345419,N09000002,"Armagh City, Banbridge and Craigavon",N08000240,The Mall,N10000201,ARMAGH,N06000011,NEWRY AND ARMAGH,95CC18,OBSERVATORY,95CC,ARMAGH,SHSCT,Southern HSCT,N20000319,Armagh_F2,N21000073,Armagh_F,N05000011,Newry and Armagh,N00000444,95CC18W1,Observatory,95CC18W1,Observatory,95CC180006,ARMAGH,URBAN
BT619AU,1,287757,345457,N09000002,"Armagh City, Banbridge and Craigavon",N08000240,The Mall,N10000201,ARMAGH,N06000011,NEWRY AND ARMAGH,95CC22,THE MALL,95CC,ARMAGH,SHSCT,Southern HSCT,N20000315,Armagh_C4,N21000070,Armagh_C,N05000011,Newry and Armagh,N00000474,95CC22W1,The Mall,95CC22W1,The Mall,95CC220005,ARMAGH,URBAN
BT619AW,0,999999,999999,000000000,NA,000000000,NA,000000000,NA,000000000,NA,000000,NA,0000,NA,N/A,N/A,000000000,NA,000000000,NA,000000000,NA,000000000,00000000,NA,00000000,NA,0000000000,0000000000000000000000000000000,00000
BT619AX,1,287819,345415,N09000002,"Armagh City, Banbridge and Craigavon",N08000240,The Mall,N10000201,ARMAGH,N06000011,NEWRY AND ARMAGH,95CC22,THE MALL,95CC,ARMAGH,SHSCT,Southern HSCT,N20000315,Armagh_C4,N21000070,Armagh_C,N05000011,Newry and Armagh,N00000474,95CC22W1,The Mall,95CC22W1,The Mall,95CC220005,ARMAGH,URBAN
BT619AY,0,287750,345450,N09000002,"Armagh City, Banbridge and Craigavon",N08000240,The Mall,N10000201,ARMAGH,N06000011,NEWRY AND ARMAGH,95CC22,THE MALL,95CC,ARMAGH,SHSCT,Southern HSCT,N20000315,Armagh_C4,N21000070,Armagh_C,N05000011,Newry and Armagh,N00000474,95CC22W1,The Mall,95CC22W1,The Mall,95CC220005,ARMAGH,URBAN
BT619AZ,0,287834,345429,N09000002,"Armagh City, Banbridge and Craigavon",N08000240,The Mall,N10000201,ARMAGH,N06000011,NEWRY AND ARMAGH,95CC22,THE MALL,95CC,ARMAGH,SHSCT,Southern HSCT,N20000315,Armagh_C4,N21000070,Armagh_C,N05000011,Newry and Armagh,N00000474,95CC22W1,The Mall,95CC22W1,The Mall,95CC220005,ARMAGH,URBAN
BT619BA,0,287550,345350,N09000002,"Armagh City, Banbridge and Craigavon",N08000210,"Cathedral (Armagh, Banbridge and Craigavon)",N10000201,ARMAGH,N06000011,NEWRY AND ARMAGH,95CC03,CALLAN BRIDGE,95CC,ARMAGH,SHSCT,Southern HSCT,N20000319,Armagh_F2,N21000073,Armagh_F,N05000011,Newry and Armagh,N00000359,95CC03W1,Callan Bridge,95CC03W1,Callan Bridge,95CC030005,ARMAGH,URBAN
BT619BB,1,287980,345423,N09000002,"Armagh City, Banbridge and Craigavon",N08000240,The Mall,N10000201,ARMAGH,N06000011,NEWRY AND ARMAGH,95CC22,THE MALL,95CC,ARMAGH,SHSCT,Southern HSCT,N20000315,Armagh_C4,N21000070,Armagh_C,N05000011,Newry and Armagh,N00000474,95CC22W1,The Mall,95CC22W1,The Mall,95CC220005,ARMAGH,URBAN
BT619BE,1,287920,345388,N09000002,"Armagh City, Banbridge and Craigavon",N08000240,The Mall,N10000201,ARMAGH,N06000011,NEWRY AND ARMAGH,95CC22,THE MALL,95CC,ARMAGH,SHSCT,Southern HSCT,N20000315,Armagh_C4,N21000070,Armagh_C,N05000011,Newry and Armagh,N00000474,95CC22W1,The Mall,95CC22W1,The Mall,95CC220005,ARMAGH,URBAN
BT619BF,1,294165,347850,N09000002,"Armagh City, Banbridge and Craigavon",N08000235,Richhill,N10000204,CUSHER,N06000011,NEWRY AND ARMAGH,95CC20,RICH HILL,95CC,ARMAGH,SHSCT,Southern HSCT,N20000671,Cusher_B4,N21000151,Cusher_B,N05000011,Newry and Armagh,N00000459,95CC20S2,Rich Hill_2,95CC20S2,Rich Hill_2,95CC200004,RICHHILL,RURAL
BT619BG,1,294603,347727,N09000002,"Armagh City, Banbridge and Craigavon",N08000235,Richhill,N10000204,CUSHER,N06000011,NEWRY AND ARMAGH,95CC20,RICH HILL,95CC,ARMAGH,SHSCT,Southern HSCT,N20000673,Cusher_B5,N21000151,Cusher_B,N05000011,Newry and Armagh,N00000456,95CC20S1,Rich Hill_1,95CC20S1,Rich Hill_1,95CC200005,RICHHILL,RURAL
BT619BH,1,287905,345318,N09000002,"Armagh City, Banbridge and Craigavon",N08000240,The Mall,N10000201,ARMAGH,N06000011,NEWRY AND ARMAGH,95CC22,THE MALL,95CC,ARMAGH,SHSCT,Southern HSCT,N20000315,Armagh_C4,N21000070,Armagh_C,N05000011,Newry and Armagh,N00000474,95CC22W1,The Mall,95CC22W1,The Mall,95CC220005,ARMAGH,URBAN
BT619BJ,1,287967,345231,N09000002,"Armagh City, Banbridge and Craigavon",N08000240,The Mall,N10000201,ARMAGH,N06000011,NEWRY AND ARMAGH,95CC22,THE MALL,95CC,ARMAGH,SHSCT,Southern HSCT,N20000315,Armagh_C4,N21000070,Armagh_C,N05000011,Newry and Armagh,N00000474,95CC22W1,The Mall,95CC22W1,The Mall,95CC220005,ARMAGH,URBAN
BT619BL,0,666666,666666,N09000002,"Armagh City, Banbridge and Craigavon",N08000240,The Mall,N10000201,ARMAGH,N06000011,NEWRY AND ARMAGH,95CC22,THE MALL,95CC,ARMAGH,SHSCT,Southern HSCT,N20000315,Armagh_C4,N21000070,Armagh_C,N05000011,Newry and Armagh,N00000474,95CC22W1,The Mall,95CC22W1,The Mall,95CC220005,ARMAGH,URBAN
BT619BN,0,999999,999999,000000000,NA,000000000,NA,000000000,NA,000000000,NA,000000,NA,0000,NA,N/A,N/A,000000000,NA,000000000,NA,000000000,NA,000000000,00000000,NA,00000000,NA,0000000000,0000000000000000000000000000000,00000
BT619BP,0,999999,999999,000000000,NA,000000000,NA,000000000,NA,000000000,NA,000000,NA,0000,NA,N/A,N/A,000000000,NA,000000000,NA,000000000,NA,000000000,00000000,NA,00000000,NA,0000000000,0000000000000000000000000000000,00000
BT619BQ,1,287715,345497,N09000002,"Armagh City, Banbridge and Craigavon",N08000240,The Mall,N10000201,ARMAGH,N06000011,NEWRY AND ARMAGH,95CC22,THE MALL,95CC,ARMAGH,SHSCT,Southern HSCT,N20000315,Armagh_C4,N21000070,Armagh_C,N05000011,Newry and Armagh,N00000474,95CC22W1,The Mall,95CC22W1,The Mall,95CC220005,ARMAGH,URBAN
BT619BS,1,287676,345340,N09000002,"Armagh City, Banbridge and Craigavon",N08000240,The Mall,N10000201,ARMAGH,N06000011,NEWRY AND ARMAGH,95CC18,OBSERVATORY,95CC,ARMAGH,SHSCT,Southern HSCT,N20000319,Armagh_F2,N21000073,Armagh_F,N05000011,Newry and Armagh,N00000444,95CC18W1,Observatory,95CC18W1,Observatory,95CC180006,ARMAGH,URBAN
BT619BT,1,287609,345407,N09000002,"Armagh City, Banbridge and Craigavon",N08000240,The Mall,N10000201,ARMAGH,N06000011,NEWRY AND ARMAGH,95CC18,OBSERVATORY,95CC,ARMAGH,SHSCT,Southern HSCT,N20000319,Armagh_F2,N21000073,Armagh_F,N05000011,Newry and Armagh,N00000444,95CC18W1,Observatory,95CC18W1,Observatory,95CC180006,ARMAGH,URBAN
BT619BU,0,287600,345400,N09000002,"Armagh City, Banbridge and Craigavon",N08000240,The Mall,N10000201,ARMAGH,N06000011,NEWRY AND ARMAGH,95CC18,OBSERVATORY,95CC,ARMAGH,SHSCT,Southern HSCT,N20000319,Armagh_F2,N21000073,Armagh_F,N05000011,Newry and Armagh,N00000444,95CC18W1,Observatory,95CC18W1,Observatory,95CC180006,ARMAGH,URBAN
BT619BW,0,999999,999999,000000000,NA,000000000,NA,000000000,NA,000000000,NA,000000,NA,0000,NA,N/A,N/A,000000000,NA,000000000,NA,000000000,NA,000000000,00000000,NA,00000000,NA,0000000000,0000000000000000000000000000000,00000
BT619BX,0,999999,999999,000000000,NA,000000000,NA,000000000,NA,000000000,NA,000000,NA,0000,NA,N/A,N/A,000000000,NA,000000000,NA,000000000,NA,000000000,00000000,NA,00000000,NA,0000000000,0000000000000000000000000000000,00000
BT619BY,0,999999,999999,000000000,NA,000000000,NA,000000000,NA,000000000,NA,000000,NA,0000,NA,N/A,N/A,000000000,NA,000000000,NA,000000000,NA,000000000,00000000,NA,00000000,NA,0000000000,0000000000000000000000000000000,00000
BT619BZ,1,289006,346246,N09000002,"Armagh City, Banbridge and Craigavon",N08000240,The Mall,N10000201,ARMAGH,N06000011,NEWRY AND ARMAGH,95CC18,OBSERVATORY,95CC,ARMAGH,SHSCT,Southern HSCT,N20000306,Armagh_B1,N21000069,Armagh_B,N05000011,Newry and Armagh,N00000446,95CC18W1,Observatory,95CC18W1,Observatory,95CC180004,ARMAGH,URBAN
BT619DA,0,288350,345550,N09000002,"Armagh City, Banbridge and Craigavon",N08000240,The Mall,N10000201,ARMAGH,N06000011,NEWRY AND ARMAGH,95CC22,THE MALL,95CC,ARMAGH,SHSCT,Southern HSCT,N20000315,Armagh_C4,N21000070,Armagh_C,N05000011,Newry and Armagh,N00000474,95CC22W1,The Mall,95CC22W1,The Mall,95CC220005,ARMAGH,URBAN
BT619DB,1,287912,345657,N09000002,"Armagh City, Banbridge and Craigavon",N08000240,The Mall,N10000201,ARMAGH,N06000011,NEWRY AND ARMAGH,95CC18,OBSERVATORY,95CC,ARMAGH,SHSCT,Southern HSCT,N20000315,Armagh_C4,N21000070,Armagh_C,N05000011,Newry and Armagh,N00000444,95CC18W1,Observatory,95CC18W1,Observatory,95CC180006,ARMAGH,URBAN
BT619DD,1,288036,345232,N09000002,"Armagh City, Banbridge and Craigavon",N08000240,The Mall,N10000201,ARMAGH,N06000011,NEWRY AND ARMAGH,95CC22,THE MALL,95CC,ARMAGH,SHSCT,Southern HSCT,N20000315,Armagh_C4,N21000070,Armagh_C,N05000011,Newry and Armagh,N00000474,95CC22W1,The Mall,95CC22W1,The Mall,95CC220005,ARMAGH,URBAN
BT619DE,1,288344,345396,N09000002,"Armagh City, Banbridge and Craigavon",N08000240,The Mall,N10000201,ARMAGH,N06000011,NEWRY AND ARMAGH,95CC22,THE MALL,95CC,ARMAGH,SHSCT,Southern HSCT,N20000315,Armagh_C4,N21000070,Armagh_C,N05000011,Newry and Armagh,N00000474,95CC22W1,The Mall,95CC22W1,The Mall,95CC220005,ARMAGH,URBAN
BT619DF,1,287960,345680,N09000002,"Armagh City, Banbridge and Craigavon",N08000240,The Mall,N10000201,ARMAGH,N06000011,NEWRY AND ARMAGH,95CC18,OBSERVATORY,95CC,ARMAGH,SHSCT,Southern HSCT,N20000315,Armagh_C4,N21000070,Armagh_C,N05000011,Newry and Armagh,N00000444,95CC18W1,Observatory,95CC18W1,Observatory,95CC180006,ARMAGH,URBAN
BT619DG,1,287832,345765,N09000002,"Armagh City, Banbridge and Craigavon",N08000240,The Mall,N10000201,ARMAGH,N06000011,NEWRY AND ARMAGH,95CC18,OBSERVATORY,95CC,ARMAGH,SHSCT,Southern HSCT,N20000315,Armagh_C4,N21000070,Armagh_C,N05000011,Newry and Armagh,N00000444,95CC18W1,Observatory,95CC18W1,Observatory,95CC180006,ARMAGH,URBAN
BT619DH,1,287957,345503,N09000002,"Armagh City, Banbridge and Craigavon",N08000240,The Mall,N10000201,ARMAGH,N06000011,NEWRY AND ARMAGH,95CC22,THE MALL,95CC,ARMAGH,SHSCT,Southern HSCT,N20000315,Armagh_C4,N21000070,Armagh_C,N05000011,Newry and Armagh,N00000474,95CC22W1,The Mall,95CC22W1,The Mall,95CC220005,ARMAGH,URBAN
BT619DJ,1,287650,345500,N09000002,"Armagh City, Banbridge and Craigavon",N08000240,The Mall,N10000201,ARMAGH,N06000011,NEWRY AND ARMAGH,95CC18,OBSERVATORY,95CC,ARMAGH,SHSCT,Southern HSCT,N20000315,Armagh_C4,N21000070,Armagh_C,N05000011,Newry and Armagh,N00000444,95CC18W1,Observatory,95CC18W1,Observatory,95CC180006,ARMAGH,URBAN
BT619DL,1,287715,345497,N09000002,"Armagh City, Banbridge and Craigavon",N08000240,The Mall,N10000201,ARMAGH,N06000011,NEWRY AND ARMAGH,95CC22,THE MALL,95CC,ARMAGH,SHSCT,Southern HSCT,N20000315,Armagh_C4,N21000070,Armagh_C,N05000011,Newry and Armagh,N00000474,95CC22W1,The Mall,95CC22W1,The Mall,95CC220005,ARMAGH,URBAN
BT619DN,1,287784,345542,N09000002,"Armagh City, Banbridge and Craigavon",N08000240,The Mall,N10000201,ARMAGH,N06000011,NEWRY AND ARMAGH,95CC22,THE MALL,95CC,ARMAGH,SHSCT,Southern HSCT,N20000315,Armagh_C4,N21000070,Armagh_C,N05000011,Newry and Armagh,N00000474,95CC22W1,The Mall,95CC22W1,The Mall,95CC220005,ARMAGH,URBAN
BT619DP,1,288289,345535,N09000002,"Armagh City, Banbridge and Craigavon",N08000240,The Mall,N10000201,ARMAGH,N06000011,NEWRY AND ARMAGH,95CC22,THE MALL,95CC,ARMAGH,SHSCT,Southern HSCT,N20000315,Armagh_C4,N21000070,Armagh_C,N05000011,Newry and Armagh,N00000474,95CC22W1,The Mall,95CC22W1,The Mall,95CC220005,ARMAGH,URBAN
BT619DQ,0,999999,999999,000000000,NA,000000000,NA,000000000,NA,000000000,NA,000000,NA,0000,NA,N/A,N/A,000000000,NA,000000000,NA,000000000,NA,000000000,00000000,NA,00000000,NA,0000000000,0000000000000000000000000000000,00000
BT619DR,0,666666,666666,N09000002,"Armagh City, Banbridge and Craigavon",N08000240,The Mall,N10000201,ARMAGH,N06000011,NEWRY AND ARMAGH,95CC22,THE MALL,95CC,ARMAGH,SHSCT,Southern HSCT,N20000315,Armagh_C4,N21000070,Armagh_C,N05000011,Newry and Armagh,N00000474,95CC22W1,The Mall,95CC22W1,The Mall,95CC220005,ARMAGH,URBAN
BT619DS,1,288106,345209,N09000002,"Armagh City, Banbridge and Craigavon",N08000240,The Mall,N10000201,ARMAGH,N06000011,NEWRY AND ARMAGH,95CC22,THE MALL,95CC,ARMAGH,SHSCT,Southern HSCT,N20000315,Armagh_C4,N21000070,Armagh_C,N05000011,Newry and Armagh,N00000475,95CC22W1,The Mall,95CC22W1,The Mall,95CC220006,ARMAGH,URBAN
BT619DT,1,288080,345232,N09000002,"Armagh City, Banbridge and Craigavon",N08000240,The Mall,N10000201,ARMAGH,N06000011,NEWRY AND ARMAGH,95CC22,THE MALL,95CC,ARMAGH,SHSCT,Southern HSCT,N20000315,Armagh_C4,N21000070,Armagh_C,N05000011,Newry and Armagh,N00000474,95CC22W1,The Mall,95CC22W1,The Mall,95CC220005,ARMAGH,URBAN
BT619DU,1,288107,345309,N09000002,"Armagh City, Banbridge and Craigavon",N08000240,The Mall,N10000201,ARMAGH,N06000011,NEWRY AND ARMAGH,95CC22,THE MALL,95CC,ARMAGH,SHSCT,Southern HSCT,N20000315,Armagh_C4,N21000070,Armagh_C,N05000011,Newry and Armagh,N00000474,95CC22W1,The Mall,95CC22W1,The Mall,95CC220005,ARMAGH,URBAN
BT619DW,1,288282,345627,N09000002,"Armagh City, Banbridge and Craigavon",N08000240,The Mall,N10000201,ARMAGH,N06000011,NEWRY AND ARMAGH,95CC22,THE MALL,95CC,ARMAGH,SHSCT,Southern HSCT,N20000315,Armagh_C4,N21000070,Armagh_C,N05000011,Newry and Armagh,N00000474,95CC22W1,The Mall,95CC22W1,The Mall,95CC220005,ARMAGH,URBAN
